from_node,to_node,edge_tt,distance,edge_var
2.0,3.0,11.64,84.19,0.0
4.0,5.0,3.09,18.94,0.0
8.0,9.0,25.48,203.69,0.0
10.0,11.0,11.66,80.42,0.0
12.0,13.0,10.54,100.22,0.0
14.0,15.0,11.42,146.36,0.0
28.0,29.0,125.18,985.91,0.0
30.0,31.0,15.49,121.69,0.0
32.0,33.0,13.19,85.85,0.0
34.0,35.0,11.61,92.28,0.0
36.0,37.0,19.56,122.3,0.0
38.0,39.0,14.56,110.95,0.0
40.0,41.0,1.45,8.28,0.0
46.0,47.0,12.4,71.46,0.0
48.0,49.0,8.57,63.35,0.0
50.0,51.0,40.19,298.53,0.0
52.0,53.0,11.71,94.73,0.0
54.0,55.0,7.63,57.66,0.0
56.0,57.0,10.77,81.51,0.0
58.0,59.0,12.53,97.97,0.0
60.0,61.0,22.58,177.16,0.0
62.0,63.0,25.64,199.94,0.0
64.0,65.0,12.27,94.2,0.0
66.0,67.0,25.68,203.16,0.0
68.0,69.0,31.31,236.75,0.0
70.0,71.0,9.46,108.81,0.0
74.0,75.0,24.13,181.73,0.0
80.0,81.0,3.5,26.44,0.0
82.0,83.0,19.7,157.81,0.0
84.0,85.0,1.52,18.6,0.0
86.0,87.0,5.68,39.35,0.0
94.0,95.0,10.07,91.9,0.0
96.0,97.0,29.31,226.33,0.0
98.0,99.0,10.83,82.13,0.0
100.0,101.0,29.69,194.9,0.0
102.0,103.0,5.08,37.84,0.0
104.0,105.0,196.93,1508.12,0.0
106.0,107.0,0.63,3.85,0.0
108.0,109.0,12.94,92.8,0.0
110.0,111.0,24.22,189.0,0.0
112.0,113.0,28.95,193.65,0.0
114.0,115.0,16.25,128.89,0.0
116.0,117.0,7.56,100.58,0.0
118.0,119.0,17.22,224.4,0.0
124.0,125.0,14.37,127.01,0.0
130.0,131.0,32.59,234.3,0.0
132.0,133.0,38.44,304.64,0.0
138.0,139.0,26.78,204.56,0.0
140.0,141.0,5.27,49.5,0.0
150.0,151.0,10.83,96.03,0.0
154.0,155.0,86.03,642.02,0.0
156.0,157.0,28.14,208.9,0.0
158.0,159.0,4.24,26.69,0.0
160.0,161.0,5.3,34.1,0.0
162.0,163.0,8.24,67.51,0.0
164.0,165.0,32.0,231.83,0.0
168.0,169.0,19.01,216.12,0.0
170.0,171.0,19.12,257.92,0.0
174.0,175.0,7.82,55.22,0.0
176.0,177.0,5.51,61.87,0.0
178.0,179.0,12.9,101.68,0.0
180.0,181.0,8.91,71.01,0.0
182.0,183.0,5.5,43.82,0.0
184.0,185.0,17.45,132.2,0.0
186.0,187.0,15.37,96.13,0.0
188.0,189.0,33.06,261.11,0.0
192.0,193.0,30.61,222.21,0.0
194.0,195.0,17.28,134.87,0.0
196.0,197.0,9.64,72.81,0.0
200.0,201.0,16.85,121.35,0.0
206.0,207.0,33.48,242.5,0.0
208.0,209.0,56.85,414.28,0.0
210.0,211.0,36.29,288.72,0.0
212.0,213.0,30.54,252.86,0.0
214.0,215.0,6.01,45.82,0.0
216.0,217.0,17.43,136.89,0.0
218.0,219.0,28.66,229.31,0.0
220.0,221.0,2.79,18.87,0.0
224.0,225.0,16.07,110.35,0.0
226.0,227.0,34.65,228.69,0.0
228.0,229.0,14.0,105.1,0.0
230.0,231.0,5.76,43.03,0.0
236.0,237.0,27.4,221.3,0.0
238.0,239.0,20.79,150.98,0.0
240.0,241.0,25.34,185.29,0.0
242.0,243.0,37.52,253.77,0.0
244.0,245.0,6.2,48.79,0.0
246.0,247.0,16.84,128.27,0.0
248.0,249.0,18.56,122.74,0.0
250.0,251.0,17.02,124.7,0.0
252.0,253.0,17.32,129.62,0.0
254.0,255.0,6.36,46.71,0.0
256.0,257.0,28.47,205.56,0.0
258.0,259.0,31.76,225.51,0.0
260.0,261.0,21.59,161.16,0.0
262.0,263.0,34.63,254.73,0.0
264.0,265.0,22.97,185.18,0.0
266.0,267.0,19.7,154.27,0.0
274.0,275.0,17.09,141.42,0.0
276.0,277.0,33.69,264.42,0.0
282.0,283.0,17.0,128.45,0.0
284.0,285.0,18.64,142.03,0.0
288.0,289.0,12.41,91.76,0.0
290.0,291.0,8.33,61.6,0.0
292.0,293.0,8.53,65.54,0.0
294.0,295.0,12.77,99.03,0.0
298.0,299.0,30.27,257.97,0.0
304.0,305.0,37.11,241.74,0.0
306.0,307.0,34.09,303.18,0.0
314.0,315.0,37.94,304.68,0.0
316.0,317.0,9.61,75.29,0.0
318.0,319.0,11.9,94.0,0.0
324.0,325.0,24.92,185.34,0.0
326.0,327.0,32.94,244.0,0.0
328.0,329.0,23.46,149.89,0.0
334.0,335.0,10.09,91.8,0.0
338.0,339.0,41.54,301.51,0.0
340.0,341.0,25.63,210.69,0.0
342.0,343.0,13.85,113.59,0.0
354.0,355.0,47.41,367.31,0.0
356.0,357.0,5.07,39.82,0.0
358.0,359.0,7.96,61.06,0.0
360.0,361.0,4.73,38.3,0.0
362.0,363.0,7.8,60.7,0.0
364.0,365.0,8.97,70.23,0.0
366.0,367.0,35.16,283.62,0.0
376.0,377.0,10.34,50.8,0.0
378.0,379.0,23.99,193.75,0.0
380.0,381.0,1.85,13.93,0.0
382.0,383.0,14.89,116.21,0.0
388.0,389.0,6.26,45.39,0.0
390.0,391.0,13.56,99.02,0.0
402.0,403.0,32.37,232.4,0.0
404.0,405.0,14.44,104.37,0.0
410.0,411.0,15.97,133.39,0.0
412.0,413.0,25.42,209.67,0.0
414.0,415.0,4.05,28.46,0.0
416.0,417.0,6.09,41.11,0.0
424.0,425.0,24.16,190.46,0.0
434.0,435.0,34.78,251.33,0.0
446.0,447.0,35.16,293.79,0.0
448.0,449.0,10.71,89.27,0.0
450.0,451.0,13.27,95.28,0.0
454.0,455.0,4.91,36.13,0.0
464.0,465.0,8.64,61.86,0.0
480.0,481.0,27.68,211.38,0.0
486.0,487.0,7.7,58.58,0.0
496.0,497.0,7.94,60.57,0.0
498.0,499.0,8.02,61.65,0.0
500.0,501.0,13.12,97.59,0.0
502.0,503.0,12.98,98.39,0.0
504.0,505.0,11.04,84.85,0.0
514.0,515.0,8.54,65.02,0.0
520.0,521.0,26.35,199.56,0.0
532.0,533.0,8.09,62.11,0.0
534.0,535.0,8.3,60.99,0.0
538.0,539.0,14.83,113.11,0.0
540.0,541.0,7.55,36.25,0.0
546.0,547.0,8.44,62.69,0.0
550.0,551.0,14.71,114.48,0.0
552.0,553.0,4.08,33.57,0.0
556.0,557.0,31.36,202.14,0.0
562.0,563.0,7.78,87.08,0.0
570.0,571.0,23.49,5.93,0.0
572.0,573.0,65.93,411.53,0.0
574.0,575.0,38.77,255.29,0.0
576.0,577.0,33.47,219.05,0.0
580.0,581.0,13.01,111.64,0.0
586.0,587.0,14.48,96.52,0.0
588.0,589.0,33.47,279.38,0.0
590.0,591.0,13.35,105.07,0.0
592.0,593.0,16.64,120.71,0.0
598.0,599.0,68.52,529.75,0.0
600.0,601.0,2.14,13.82,0.0
602.0,603.0,75.61,617.94,0.0
604.0,605.0,14.06,105.54,0.0
608.0,609.0,34.24,254.28,0.0
610.0,611.0,29.57,220.43,0.0
616.0,617.0,83.61,585.37,0.0
624.0,625.0,10.72,91.1,0.0
628.0,629.0,7.18,59.86,0.0
630.0,631.0,8.34,70.37,0.0
632.0,633.0,10.98,89.08,0.0
636.0,637.0,10.01,10.98,0.0
650.0,651.0,15.39,98.0,0.0
654.0,655.0,67.26,180.87,0.0
658.0,659.0,5.51,41.57,0.0
660.0,661.0,45.25,334.64,0.0
662.0,663.0,42.09,309.8,0.0
664.0,665.0,4.85,35.81,0.0
668.0,669.0,1.02,8.14,0.0
670.0,671.0,9.89,78.23,0.0
672.0,673.0,9.06,74.4,0.0
682.0,683.0,9.28,118.63,0.0
684.0,685.0,25.83,160.0,0.0
686.0,687.0,12.45,136.65,0.0
688.0,689.0,0.49,3.83,0.0
690.0,691.0,19.17,164.6,0.0
692.0,693.0,5.68,52.41,0.0
694.0,695.0,5.24,52.57,0.0
696.0,697.0,4.08,40.16,0.0
698.0,699.0,7.4,61.2,0.0
700.0,701.0,12.47,104.67,0.0
702.0,703.0,18.64,139.36,0.0
704.0,705.0,32.7,278.66,0.0
708.0,709.0,9.23,70.85,0.0
710.0,711.0,7.95,101.21,0.0
712.0,713.0,21.05,122.89,0.0
718.0,719.0,12.36,172.58,0.0
720.0,721.0,15.22,207.04,0.0
722.0,723.0,164.65,2683.72,0.0
732.0,733.0,5.84,8.09,0.0
734.0,735.0,15.21,127.56,0.0
736.0,737.0,11.58,81.86,0.0
740.0,741.0,26.5,279.64,0.0
744.0,745.0,71.87,537.1,0.0
746.0,747.0,28.65,224.77,0.0
750.0,751.0,42.78,305.26,0.0
752.0,753.0,17.68,127.47,0.0
756.0,757.0,23.78,163.16,0.0
762.0,763.0,23.71,217.88,0.0
764.0,765.0,22.73,184.47,0.0
766.0,767.0,9.77,87.05,0.0
774.0,775.0,9.37,71.32,0.0
776.0,777.0,19.14,137.97,0.0
778.0,779.0,6.21,45.5,0.0
780.0,781.0,7.17,50.81,0.0
782.0,783.0,4.69,30.88,0.0
784.0,785.0,16.67,114.45,0.0
786.0,787.0,12.95,102.08,0.0
788.0,789.0,2.79,20.22,0.0
790.0,791.0,8.71,69.06,0.0
792.0,793.0,5.07,35.39,0.0
794.0,795.0,12.46,164.22,0.0
796.0,797.0,32.84,255.93,0.0
798.0,799.0,12.11,106.03,0.0
810.0,811.0,3.61,27.59,0.0
816.0,817.0,1.09,6.9,0.0
818.0,819.0,20.66,149.47,0.0
822.0,823.0,48.86,602.74,0.0
824.0,825.0,14.48,104.54,0.0
826.0,827.0,31.1,157.34,0.0
830.0,831.0,56.57,719.18,0.0
834.0,835.0,12.25,99.9,0.0
836.0,837.0,26.57,201.93,0.0
838.0,839.0,8.99,72.77,0.0
842.0,843.0,2.14,7.66,0.0
844.0,845.0,5.62,11.59,0.0
848.0,849.0,10.18,44.76,0.0
852.0,853.0,13.93,102.82,0.0
868.0,869.0,16.31,122.59,0.0
870.0,871.0,8.13,46.61,0.0
872.0,873.0,19.11,148.55,0.0
874.0,875.0,28.14,220.58,0.0
876.0,877.0,15.82,122.38,0.0
878.0,879.0,3.62,25.55,0.0
880.0,881.0,25.02,198.77,0.0
882.0,883.0,5.52,37.27,0.0
886.0,887.0,3.87,40.67,0.0
892.0,893.0,19.38,155.71,0.0
894.0,895.0,24.32,194.13,0.0
904.0,905.0,14.89,120.34,0.0
906.0,907.0,17.13,127.99,0.0
910.0,911.0,20.74,147.67,0.0
912.0,913.0,18.45,140.76,0.0
918.0,919.0,28.14,224.95,0.0
920.0,921.0,16.94,138.98,0.0
922.0,923.0,47.97,407.5,0.0
924.0,925.0,17.23,134.24,0.0
926.0,927.0,4.86,31.35,0.0
930.0,931.0,9.14,69.98,0.0
932.0,933.0,12.16,94.93,0.0
934.0,935.0,21.99,171.6,0.0
938.0,939.0,7.88,68.48,0.0
940.0,941.0,9.22,67.63,0.0
942.0,943.0,16.39,199.81,0.0
956.0,957.0,6.09,48.73,0.0
958.0,959.0,8.15,68.45,0.0
960.0,961.0,39.97,337.33,0.0
962.0,963.0,7.81,60.43,0.0
964.0,965.0,5.34,47.71,0.0
966.0,967.0,8.54,50.65,0.0
968.0,969.0,29.38,210.99,0.0
970.0,971.0,13.99,133.31,0.0
972.0,973.0,11.38,95.16,0.0
974.0,975.0,9.99,86.54,0.0
976.0,977.0,12.47,94.68,0.0
978.0,979.0,16.44,130.96,0.0
980.0,981.0,6.52,48.8,0.0
982.0,983.0,18.34,134.88,0.0
984.0,985.0,51.56,360.42,0.0
986.0,987.0,6.86,50.77,0.0
988.0,989.0,3.9,53.37,0.0
990.0,991.0,14.37,195.47,0.0
992.0,993.0,0.79,9.25,0.0
994.0,995.0,3.03,40.12,0.0
996.0,997.0,5.66,71.48,0.0
998.0,999.0,6.39,81.27,0.0
1000.0,1001.0,3.77,48.12,0.0
1002.0,1003.0,20.66,263.26,0.0
1004.0,1005.0,21.86,159.9,0.0
1006.0,1007.0,36.42,306.01,0.0
1008.0,1009.0,3.16,24.7,0.0
1010.0,1011.0,19.0,278.41,0.0
1012.0,1013.0,10.86,160.05,0.0
1014.0,1015.0,13.61,204.01,0.0
1016.0,1017.0,27.06,332.63,0.0
1018.0,1019.0,9.34,119.34,0.0
1020.0,1021.0,3.31,42.22,0.0
1022.0,1023.0,4.25,54.31,0.0
1024.0,1025.0,3.55,45.3,0.0
1026.0,1027.0,14.71,104.76,0.0
1028.0,1029.0,6.38,79.47,0.0
1030.0,1031.0,9.39,118.4,0.0
1032.0,1033.0,8.92,114.37,0.0
1034.0,1035.0,7.17,91.71,0.0
1036.0,1037.0,10.91,140.13,0.0
1038.0,1039.0,8.83,112.69,0.0
1040.0,1041.0,13.7,176.77,0.0
1046.0,1047.0,30.38,219.49,0.0
1048.0,1049.0,30.9,226.84,0.0
1050.0,1051.0,5.8,48.66,0.0
1052.0,1053.0,9.61,83.26,0.0
1054.0,1055.0,0.53,3.67,0.0
1056.0,1057.0,17.08,135.99,0.0
1058.0,1059.0,76.89,649.11,0.0
1062.0,1063.0,32.25,255.41,0.0
1066.0,1067.0,25.25,213.07,0.0
1074.0,1075.0,19.41,152.38,0.0
1076.0,1077.0,17.94,132.84,0.0
1078.0,1079.0,11.14,142.36,0.0
1080.0,1081.0,6.3,78.92,0.0
1082.0,1083.0,4.84,35.31,0.0
1084.0,1085.0,12.03,92.32,0.0
1086.0,1087.0,11.12,88.32,0.0
1088.0,1089.0,12.18,88.07,0.0
1090.0,1091.0,4.34,29.44,0.0
1092.0,1093.0,11.68,91.11,0.0
1094.0,1095.0,25.47,197.13,0.0
1096.0,1097.0,30.63,385.8,0.0
1098.0,1099.0,29.48,373.54,0.0
1100.0,1101.0,4.11,57.29,0.0
1102.0,1103.0,5.87,72.89,0.0
