node_index,source_node_id,pos_x,pos_y,is_stop_only
438,cluster_2867429037_8616043998,1757.83,1812.84,False
439,2351501661,1775.81,1815.89,False
440,8618685218,1975.73,1833.52,False
441,32268804,1982.94,1849.62,False
442,cluster_31031627_8623667127,1964.23,1807.07,False
443,8618685218,1975.73,1833.52,False
444,19474096,8100.32,2182.49,False
445,19474336,8059.75,2244.82,False
446,1496695591,3279.3,2513.26,False
447,674385779,3273.57,2533.26,False
448,11658141,3285.16,2491.32,False
449,1496695591,3279.3,2513.26,False
450,11658141,3285.16,2491.32,False
451,31797898,3260.35,2487.61,False
452,cluster_29535234_784947025_784947297,419.66,2190.5,False
453,1547917956,360.12,2175.96,False
454,cluster_32960142_3489914155_3489914158_3489914159_#4more,562.4,2244.67,False
455,32960148,547.04,2293.99,False
456,cluster_32960142_3489914155_3489914158_3489914159_#4more,562.4,2244.67,False
457,cluster_472073_784947121,493.81,2208.01,False
458,cluster_32267032_7831648995,149.25,2053.96,False
459,7831648997,136.5,2047.3,False
460,cluster_1290835084_1354716568,165.97,2057.08,False
461,cluster_32267032_7831648995,149.25,2053.96,False
462,32267033,242.2,2077.45,False
463,cluster_1290835084_1354716568,165.97,2057.08,False
464,32266746,284.18,2087.59,False
465,32267033,242.2,2077.45,False
466,cluster_2961544915_4552189322,6224.77,2397.12,False
467,cluster_18123822_4665455074_6852416430_8827964237,6266.42,2464.29,False
468,1287939800,6207.62,2347.07,False
469,cluster_2961544915_4552189322,6224.77,2397.12,False
470,cluster_1605644677_271010722,6204.14,2333.67,False
471,1287939800,6207.62,2347.07,False
472,271010680,6197.94,2326.33,False
473,cluster_1605644677_271010722,6204.14,2333.67,False
474,20626583,7008.65,4050.48,False
475,2284284393,6909.84,4092.55,False
476,1561665016,3524.84,1328.59,False
477,cluster_1569394925_2753812732,3592.91,1313.51,False
478,1297521636,3489.03,1335.38,False
479,1561665016,3524.84,1328.59,False
480,411670610,7128.83,3980.19,False
481,16938780,7131.19,3990.28,False
482,17581438,7436.56,3584.39,False
483,17581437,7490.67,3651.48,False
484,18307092,7391.66,3527.7,False
485,17581438,7436.56,3584.39,False
486,10671545633,7335.36,3453.5,False
487,18307092,7391.66,3527.7,False
488,1839055545,4130.94,2680.97,False
489,cluster_10780265087_1839055550_1839055564_8833026914,4132.02,2693.88,False
490,cluster_10678389503_1579892096,4132.2,2655.01,False
491,1839055545,4130.94,2680.97,False
492,1579896353,4141.23,2631.94,False
493,cluster_10678389503_1579892096,4132.2,2655.01,False
494,1839055497,4144.2,2628.69,False
495,1579896353,4141.23,2631.94,False
496,1839055465,4203.82,2570.82,False
497,1839055497,4144.2,2628.69,False
498,cluster_1278537817_1278537846_1955170_389444766_#1more,1566.01,2283.29,False
499,931772898,1555.77,2321.37,False
500,8618685212,1695.86,1861.09,False
501,3167622816,1683.67,1903.36,False
502,2753544389,3988.73,653.82,False
503,cluster_21675413_794876302,4003.85,703.15,False
504,21675415,3972.56,600.63,False
505,2753544389,3988.73,653.82,False
506,cluster_21675416_794876170,3979.83,571.99,False
507,21675415,3972.56,600.63,False
508,2753544260,3966.5,541.18,False
509,cluster_21675416_794876170,3979.83,571.99,False
510,2753544199,3954.85,503.03,False
511,2753544260,3966.5,541.18,False
512,3647969789,3949.87,486.73,False
513,2753544199,3954.85,503.03,False
514,cluster_21675417_794876371,3942.66,478.47,False
515,3647969789,3949.87,486.73,False
516,2753544107,3927.85,414.69,False
517,cluster_21675417_794876371,3942.66,478.47,False
518,cluster_21675421_794876411,3905.07,357.18,False
519,2753544107,3927.85,414.69,False
520,cluster_1807384512_1855994489,380.43,2346.73,False
521,cluster_1855994496_1855994497_1855994517_1856132963_#2more,376.01,2372.09,False
522,2901620798,395.52,2284.73,False
523,cluster_1807384512_1855994489,380.43,2346.73,False
524,1767609578,402.73,2251.01,False
525,2901620798,395.52,2284.73,False
526,cluster_1354717246_1455802391_1455802392_1955169_#1more,888.5,2522.24,False
527,3916747226,867.15,2517.83,False
528,4893568163,1011.59,3057.91,False
529,32945772,987.45,3055.97,False
530,32945249,1114.15,3066.61,False
531,4893568163,1011.59,3057.91,False
532,4635026082,1193.22,3073.6,False
533,32946454,1204.43,2985.05,False
534,cluster_20982491_2278700967,1255.74,2620.05,False
535,20982540,1262.56,2660.18,False
536,1456139213,1494.68,2869.95,False
537,1545232703,1579.16,2870.51,False
538,cluster_21486967_389437812_389437817,1462.69,2869.91,False
539,1456139213,1494.68,2869.95,False
540,2867534672,1476.92,2973.69,False
541,cluster_1456100529_1456100530_32677866_389437818,1442.38,2962.34,False
542,1595437793,1258.19,2881.03,False
543,32946636,1212.41,2884.33,False
544,10779881720,1922.47,1439.02,False
545,cluster_1279486832_1289374692_1312813668_32942999,1966.52,1442.46,False
546,20958708,2209.2,910.07,False
547,1955199,2136.95,898.86,False
548,32266828,649.0,2022.44,False
549,32959579,659.73,1997.32,False
550,833004697,5361.69,954.84,False
551,237909555,5353.23,940.4,False
552,237909561,5387.73,994.76,False
553,833004697,5361.69,954.84,False
554,cluster_15612650_821911759,5428.79,1066.43,False
555,237909561,5387.73,994.76,False
556,16059475,5594.4,2863.54,False
557,16059468,5476.13,2922.57,False
558,266642288,5814.82,2852.28,False
559,cluster_16059465_5173046025,5869.21,2828.76,False
560,cluster_16059464_1701785073,5782.99,2865.29,False
561,266642288,5814.82,2852.28,False
562,2978050280,5747.64,2879.76,False
563,cluster_16059464_1701785073,5782.99,2865.29,False
564,16059463,5691.21,2905.8,False
565,2978050280,5747.64,2879.76,False
566,cluster_10880675467_18035141_8807035792_8807035793,6064.81,2092.29,False
567,8797441124,6086.33,2122.24,False
568,cluster_2696918741_821911740,5861.44,746.2,False
569,6791173726,5866.74,757.99,False
570,668977237,5865.63,734.55,False
571,cluster_2696918741_821911740,5861.44,746.2,False
572,3390081510,5800.88,1431.35,False
573,3057898688,5776.1,1404.38,False
574,3057898688,5776.1,1404.38,False
575,cluster_15687470_3057885926,5738.25,1384.04,False
576,cluster_15687470_3057885926,5738.25,1384.04,False
577,3057885194,5691.11,1381.96,False
578,3057885194,5691.11,1381.96,False
579,340302012,5679.87,1381.72,False
580,1646909323,5595.46,1379.89,False
581,340301964,5560.73,1379.13,False
582,1646886768,5608.31,1380.17,False
583,1646909323,5595.46,1379.89,False
584,3497918737,5632.68,1380.7,False
585,1646886768,5608.31,1380.17,False
586,1646886765,5652.35,1381.12,False
587,3497918737,5632.68,1380.7,False
588,340302012,5679.87,1381.72,False
589,1646886765,5652.35,1381.12,False
590,15687469,5429.11,1379.78,False
591,cluster_15687465_3656715822_3656715824_3656718027_#4more,5371.43,1402.0,False
592,823242467,5450.84,1377.33,False
593,15687469,5429.11,1379.78,False
594,823280811,5466.08,1377.06,False
595,823242467,5450.84,1377.33,False
596,823280813,5495.2,1377.33,False
597,823280811,5466.08,1377.06,False
598,340301964,5560.73,1379.13,False
599,823280813,5495.2,1377.33,False
600,2343791190,1782.86,4159.39,False
601,1022281115,1719.39,4151.51,False
602,32947982,4273.15,1863.12,False
603,cluster_1587556665_3058117735,4274.01,1839.04,False
604,cluster_260418384_32958649_3489081461,412.23,1602.46,False
605,cluster_102874772_11913449484_11913449486_1290784822_#7more,369.09,1696.83,False
606,3070721167,4468.9,1479.43,False
607,10918170540,4461.67,1481.89,False
608,cluster_278778083_4210871579_4210871580_4210871582_#4more,4535.51,1455.61,False
609,3070721167,4468.9,1479.43,False
610,501810682,4275.39,1791.15,False
611,1122150863,4276.26,1760.56,False
612,cluster_11539294080_11540571904_11540571905_4192040389,4408.11,1718.11,False
613,cluster_32947969_3627733096_68894271_768900293,4282.35,1720.8,False
614,cluster_2867429047_389444776,1720.92,1806.58,False
615,cluster_2867429037_8616043998,1757.83,1812.84,False
616,21486973,1711.73,1805.03,False
617,cluster_2867429047_389444776,1720.92,1806.58,False
618,10921998289,1946.42,1844.82,False
619,32942862,1956.27,1846.49,False
620,1794834444,1275.3,186.94,False
621,21596120,1272.52,197.46,False
622,3849024061,5443.27,4211.57,False
623,2398182475,5484.54,4306.88,False
624,3849024055,5434.3,4189.77,False
625,3849024061,5443.27,4211.57,False
626,cluster_13344097_2398182449,5428.49,4175.73,False
627,10926892990,5419.49,4181.86,False
628,1271288426,7212.41,3691.47,False
629,cluster_18307090_267621158,7189.64,3712.18,False
630,26821231,1844.26,638.44,False
631,cluster_26821239_2865133970,1818.74,708.91,False
632,18659822,8128.66,2766.12,False
633,12368686911,8222.73,2831.84,False
634,1331460016,812.14,750.26,False
635,cluster_1807590398_32621619_3851339404_3851339406_#1more,783.55,715.52,False
636,cluster_32621668_3851339807,926.74,980.44,False
637,cluster_2002420847_3851339792,917.23,937.68,False
638,497197974,926.54,992.86,False
639,cluster_32621668_3851339807,926.74,980.44,False
640,cluster_32621669_3851339830_3851339835_3851339841,931.92,1028.98,False
