,from_node,to_node,edge_tt,edge_var,distance
1,12.0,13.0,9.65,0.0,100.22
2,14.0,15.0,11.25,0.0,146.36
3,28.0,29.0,124.2,0.0,985.91
4,32.0,33.0,10.54,0.0,85.85
5,34.0,35.0,11.53,0.0,92.28
6,36.0,37.0,21.42,0.0,122.3
7,52.0,53.0,13.1,0.0,94.73
8,70.0,71.0,8.27,0.0,108.81
9,104.0,105.0,180.86,0.0,1508.12
10,168.0,169.0,16.33,0.0,216.12
11,170.0,171.0,18.98,0.0,257.92
12,176.0,177.0,5.69,0.0,61.87
13,188.0,189.0,31.77,0.0,261.11
14,228.0,229.0,13.35,0.0,105.1
15,230.0,231.0,5.79,0.0,43.03
16,244.0,245.0,9.27,0.0,48.79
17,246.0,247.0,15.64,0.0,128.27
18,250.0,251.0,16.83,0.0,124.7
19,252.0,253.0,16.5,0.0,129.62
20,254.0,255.0,6.01,0.0,46.71
21,256.0,257.0,25.14,0.0,205.56
22,258.0,259.0,33.39,0.0,225.51
23,260.0,261.0,27.11,0.0,161.16
24,262.0,263.0,33.71,0.0,254.73
25,284.0,285.0,19.35,0.0,142.03
26,586.0,587.0,13.08,0.0,96.52
27,658.0,659.0,4.95,0.0,41.57
28,682.0,683.0,11.44,0.0,118.63
29,690.0,691.0,22.5,0.0,164.6
30,692.0,693.0,6.44,0.0,52.41
31,694.0,695.0,6.79,0.0,52.57
32,696.0,697.0,5.51,0.0,40.16
33,698.0,699.0,11.09,0.0,61.2
34,702.0,703.0,17.24,0.0,139.36
35,710.0,711.0,9.14,0.0,101.21
36,732.0,733.0,2.2,0.0,8.09
37,734.0,735.0,12.89,0.0,127.56
38,792.0,793.0,11.3,0.0,35.39
39,794.0,795.0,15.32,0.0,164.22
40,810.0,811.0,3.84,0.0,27.59
41,816.0,817.0,0.97,0.0,6.9
42,824.0,825.0,12.33,0.0,104.54
43,830.0,831.0,51.98,0.0,719.18
44,872.0,873.0,20.83,0.0,148.55
,874.0,875.0,30.66,0.0,220.58
,916.0,917.0,8.07,0.0,65.51
,934.0,935.0,20.59,0.0,171.6
,938.0,939.0,9.25,0.0,68.48
,940.0,941.0,13.37,0.0,67.63
,942.0,943.0,15.8,0.0,199.81
,984.0,985.0,56.09,0.0,360.42
,986.0,987.0,6.44,0.0,50.77
,1006.0,1007.0,40.43,0.0,306.01
,1016.0,1017.0,28.67,0.0,332.63
,1060.0,1061.0,10.08,0.0,81.72
,1076.0,1077.0,23.55,0.0,132.84
,1092.0,1093.0,10.89,0.0,91.11
,1094.0,1095.0,22.71,0.0,197.13
,1096.0,1097.0,28.19,0.0,385.8
,1102.0,1103.0,5.82,0.0,72.89
,1132.0,1133.0,6.49,0.0,81.52
,1140.0,1141.0,2.5,0.0,33.75
,1236.0,1237.0,2.38,0.0,25.06
,1346.0,1347.0,23.17,0.0,282.93
,1590.0,1591.0,16.07,0.0,151.37
,1710.0,1711.0,13.36,0.0,108.07
,1712.0,1713.0,9.0,0.0,35.19
,1758.0,1759.0,42.52,0.0,318.02
,1760.0,1761.0,23.57,0.0,168.35
,1788.0,1789.0,1.33,0.0,17.54
,1790.0,1791.0,1.13,0.0,13.4
,1802.0,1803.0,32.66,0.0,270.99
,1804.0,1805.0,6.82,0.0,46.81
,1818.0,1819.0,28.38,0.0,204.98
,1832.0,1833.0,17.19,0.0,34.34
,1862.0,1863.0,16.76,0.0,211.46
,1864.0,1865.0,18.02,0.0,251.72
,1978.0,1979.0,14.33,0.0,89.49
,1994.0,1995.0,8.61,0.0,109.09
,1996.0,1997.0,5.17,0.0,72.02
,1998.0,1999.0,12.43,0.0,171.29
,2004.0,2005.0,6.21,0.0,84.12
,2006.0,2007.0,8.07,0.0,101.44
,2008.0,2009.0,11.7,0.0,141.72
,2010.0,2011.0,16.61,0.0,226.58
,2012.0,2013.0,16.42,0.0,200.71
,2014.0,2015.0,11.58,0.0,121.13
,2016.0,2017.0,11.08,0.0,149.44
,2024.0,2025.0,12.43,0.0,90.83
,2026.0,2027.0,3.82,0.0,44.49
,2028.0,2029.0,9.93,0.0,72.27
,2030.0,2031.0,14.9,0.0,89.27
,2032.0,2033.0,11.61,0.0,87.92
,2042.0,2043.0,19.08,0.0,158.81
,2048.0,2049.0,5.26,0.0,61.21
,2050.0,2051.0,11.12,0.0,157.26
,2086.0,2087.0,6.23,0.0,81.49
,2088.0,2089.0,6.14,0.0,76.43
,2090.0,2091.0,6.91,0.0,71.55
,2096.0,2097.0,15.52,0.0,160.48
,2262.0,2263.0,10.26,0.0,90.1
,2264.0,2265.0,9.3,0.0,80.61
,2268.0,2269.0,6.36,0.0,51.38
,2328.0,2329.0,13.88,0.0,102.82
,2346.0,2347.0,27.9,0.0,177.26
,2354.0,2355.0,21.32,0.0,158.33
,2356.0,2357.0,30.93,0.0,215.63
,2378.0,2379.0,34.55,0.0,297.71
,2398.0,2399.0,13.93,0.0,124.91
,2400.0,2401.0,7.45,0.0,63.76
,2402.0,2403.0,5.87,0.0,52.68
,2426.0,2427.0,5.78,0.0,43.99
,2428.0,2429.0,11.33,0.0,85.6
,2430.0,2431.0,20.13,0.0,122.24
,2438.0,2439.0,9.17,0.0,75.87
,2442.0,2443.0,1.15,0.0,11.41
,2456.0,2457.0,33.88,0.0,200.15
,2530.0,2531.0,7.81,0.0,95.36
,2536.0,2537.0,34.12,0.0,144.33
,2542.0,2543.0,5.85,0.0,63.38
,2546.0,2547.0,28.87,0.0,215.19
,2582.0,2583.0,13.56,0.0,103.54
,2594.0,2595.0,13.73,0.0,164.92
,2620.0,2621.0,8.91,0.0,86.73
,2622.0,2623.0,9.59,0.0,82.98
,2652.0,2653.0,143.83,0.0,2494.06
,2744.0,2745.0,17.1,0.0,110.27
,2754.0,2755.0,12.66,0.0,95.55
,2810.0,2811.0,23.15,0.0,145.27
,2818.0,2819.0,19.87,0.0,138.58
,2822.0,2823.0,13.82,0.0,178.28
,2864.0,2865.0,26.94,0.0,263.33
,2866.0,2867.0,17.62,0.0,165.12
,2870.0,2871.0,54.43,0.0,429.01
,2880.0,2881.0,14.77,0.0,99.76
,2882.0,2883.0,20.36,0.0,234.63
,2886.0,2887.0,16.14,0.0,122.64
,2908.0,2909.0,21.2,0.0,153.94
,2956.0,2957.0,22.59,0.0,91.23
,2960.0,2961.0,18.73,0.0,178.05
,2962.0,2963.0,8.09,0.0,46.28
,3000.0,3001.0,21.02,0.0,186.5
,3016.0,3017.0,34.71,0.0,269.93
,3056.0,3057.0,18.41,0.0,188.7
,3084.0,3085.0,12.76,0.0,112.18
,3094.0,3095.0,21.27,0.0,156.34
,3098.0,3099.0,27.9,0.0,230.63
,3186.0,3187.0,18.09,0.0,154.18
,3188.0,3189.0,10.64,0.0,90.36
,3212.0,3213.0,27.43,0.0,351.42
,3396.0,3397.0,14.68,0.0,132.15
,3404.0,3405.0,19.5,0.0,137.64
,3416.0,3417.0,15.94,0.0,109.1
,3460.0,3461.0,84.25,0.0,1165.43
,3484.0,3485.0,20.35,0.0,165.32
,3486.0,3487.0,27.31,0.0,215.19
,3488.0,3489.0,5.8,0.0,44.77
,3536.0,3537.0,25.07,0.0,317.94
,3538.0,3539.0,6.67,0.0,65.06
,3548.0,3549.0,1.16,0.0,5.2
,3550.0,3551.0,65.84,0.0,460.2
,3554.0,3555.0,32.24,0.0,241.24
,3556.0,3557.0,33.27,0.0,247.34
,3566.0,3567.0,7.97,0.0,169.61
,3568.0,3569.0,19.84,0.0,323.59
,3570.0,3571.0,66.06,0.0,466.51
,3586.0,3587.0,4.83,0.0,60.24
,3608.0,3609.0,25.21,0.0,357.77
,3610.0,3611.0,1.71,0.0,20.21
,3612.0,3613.0,13.86,0.0,63.1
,3622.0,3623.0,1.61,0.0,13.44
,3640.0,3641.0,5.15,0.0,56.25
,3648.0,3649.0,34.61,0.0,164.78
,3650.0,3651.0,19.36,0.0,84.64
,3658.0,3659.0,43.14,0.0,283.99
,3694.0,3695.0,45.3,0.0,307.88
,3700.0,3701.0,28.68,0.0,235.64
,3712.0,3713.0,16.63,0.0,161.26
,3714.0,3715.0,5.71,0.0,76.52
,3720.0,3721.0,4.61,0.0,52.67
,3722.0,3723.0,12.4,0.0,143.44
,3724.0,3725.0,10.85,0.0,125.7
,3726.0,3727.0,12.9,0.0,149.22
,3728.0,3729.0,29.72,0.0,217.17
,3750.0,3751.0,45.27,0.0,278.35
,3768.0,3769.0,19.8,0.0,167.63
,3814.0,3815.0,16.92,0.0,244.89
,3816.0,3817.0,16.59,0.0,239.62
,3850.0,3851.0,27.98,0.0,182.21
,3856.0,3857.0,18.88,0.0,123.64
,4004.0,4005.0,24.19,0.0,196.89
,4006.0,4007.0,5.86,0.0,86.97
,4008.0,4009.0,8.47,0.0,88.36
,4046.0,4047.0,31.96,0.0,272.38
,4052.0,4053.0,34.5,0.0,279.16
,4072.0,4073.0,26.36,0.0,206.15
,4078.0,4079.0,16.51,0.0,117.93
,4204.0,4205.0,9.26,0.0,115.26
,4286.0,4287.0,11.07,0.0,164.45
,4288.0,4289.0,6.51,0.0,74.89
,4290.0,4291.0,7.61,0.0,43.27
,4302.0,4303.0,5.23,0.0,81.8
,4304.0,4305.0,4.97,0.0,78.14
,4306.0,4307.0,5.09,0.0,79.58
,4308.0,4309.0,3.85,0.0,60.78
,4310.0,4311.0,5.55,0.0,86.45
,4312.0,4313.0,8.45,0.0,131.76
,4314.0,4315.0,70.85,0.0,843.38
,4326.0,4327.0,27.79,0.0,210.83
,4346.0,4347.0,10.57,0.0,79.16
,4356.0,4357.0,14.51,0.0,105.96
,4358.0,4359.0,25.61,0.0,178.4
,4360.0,4361.0,14.07,0.0,73.32
,4366.0,4367.0,5.14,0.0,36.18
,4368.0,4369.0,10.27,0.0,75.57
,4456.0,4457.0,22.98,0.0,187.34
,4458.0,4459.0,36.9,0.0,299.82
,4460.0,4461.0,2.2,0.0,17.72
,4462.0,4463.0,34.61,0.0,276.51
,4548.0,4549.0,51.43,0.0,378.82
,4612.0,4613.0,23.67,0.0,310.19
,4632.0,4633.0,7.24,0.0,58.68
,4634.0,4635.0,4.39,0.0,8.94
,4636.0,4637.0,6.06,0.0,68.9
,4648.0,4649.0,10.14,0.0,81.3
,4660.0,4661.0,30.26,0.0,221.7
,4662.0,4663.0,8.54,0.0,57.64
,4702.0,4703.0,21.58,0.0,153.28
,4714.0,4715.0,60.51,0.0,459.77
,4774.0,4775.0,27.66,0.0,222.67
,4782.0,4783.0,18.76,0.0,130.44
,4828.0,4829.0,25.35,0.0,248.18
,4830.0,4831.0,15.15,0.0,237.86
,4832.0,4833.0,10.63,0.0,130.67
,4834.0,4835.0,1.17,0.0,11.3
,5022.0,5023.0,50.4,0.0,438.04
,5024.0,5025.0,10.56,0.0,13.0
,5026.0,5027.0,9.06,0.0,113.51
,5028.0,5029.0,10.71,0.0,134.01
,5030.0,5031.0,15.74,0.0,150.92
,5032.0,5033.0,7.53,0.0,81.94
,5034.0,5035.0,23.42,0.0,235.85
,5084.0,5085.0,12.09,0.0,118.54
,5086.0,5087.0,7.53,0.0,99.51
,5088.0,5089.0,9.78,0.0,109.68
,5090.0,5091.0,7.56,0.0,100.87
,5092.0,5093.0,7.5,0.0,101.1
,5094.0,5095.0,6.11,0.0,82.07
,5096.0,5097.0,5.52,0.0,74.28
,5098.0,5099.0,3.31,0.0,12.56
,5100.0,5101.0,46.69,0.0,123.04
,5102.0,5103.0,17.82,0.0,101.88
,5106.0,5107.0,11.64,0.0,158.57
,5108.0,5109.0,14.99,0.0,203.54
,5110.0,5111.0,1.88,0.0,26.2
,5112.0,5113.0,11.89,0.0,161.76
,5114.0,5115.0,6.55,0.0,89.58
,5116.0,5117.0,22.07,0.0,155.51
,5118.0,5119.0,10.97,0.0,115.71
,5122.0,5123.0,7.91,0.0,101.64
,5124.0,5125.0,7.63,0.0,100.3
,5126.0,5127.0,9.64,0.0,120.66
,5128.0,5129.0,6.22,0.0,81.71
,5132.0,5133.0,5.44,0.0,79.85
,5220.0,5221.0,14.24,0.0,200.76
,5222.0,5223.0,11.41,0.0,167.25
,5224.0,5225.0,16.58,0.0,243.98
,5226.0,5227.0,19.44,0.0,285.32
,5228.0,5229.0,40.28,0.0,575.41
,5342.0,5343.0,15.07,0.0,103.23
,5350.0,5351.0,11.14,0.0,82.69
,5352.0,5353.0,7.67,0.0,57.76
,5362.0,5363.0,11.77,0.0,50.12
,5470.0,5471.0,5.32,0.0,54.23
,5562.0,5563.0,5.55,0.0,69.01
,5564.0,5565.0,7.9,0.0,88.65
,5566.0,5567.0,16.56,0.0,119.68
,5568.0,5569.0,1.65,0.0,20.58
,5578.0,5579.0,10.23,0.0,75.8
,5632.0,5633.0,14.85,0.0,231.22
,5634.0,5635.0,3.33,0.0,51.9
,5680.0,5681.0,25.45,0.0,201.08
,5688.0,5689.0,8.77,0.0,68.4
,5690.0,5691.0,9.78,0.0,72.24
,5704.0,5705.0,3.97,0.0,25.53
,5706.0,5707.0,3.73,0.0,27.9
,5708.0,5709.0,94.06,0.0,789.63
,5710.0,5711.0,29.69,0.0,204.13
,5712.0,5713.0,13.36,0.0,93.43
,5714.0,5715.0,17.01,0.0,117.77
,5724.0,5725.0,28.1,0.0,202.13
,5726.0,5727.0,35.89,0.0,243.32
,5732.0,5733.0,19.91,0.0,144.95
,5734.0,5735.0,17.87,0.0,130.94
,5736.0,5737.0,19.53,0.0,142.09
,5740.0,5741.0,15.23,0.0,104.23
,5784.0,5785.0,1.06,0.0,15.55
,5860.0,5861.0,2.16,0.0,15.98
,5862.0,5863.0,2.88,0.0,22.15
,5864.0,5865.0,5.55,0.0,53.4
,5886.0,5887.0,2.25,0.0,17.07
,5964.0,5965.0,19.2,0.0,138.87
,5976.0,5977.0,51.91,0.0,356.31
,5978.0,5979.0,8.36,0.0,111.64
,5980.0,5981.0,6.48,0.0,86.51
,5982.0,5983.0,14.48,0.0,170.09
,5984.0,5985.0,12.86,0.0,128.78
,5992.0,5993.0,25.77,0.0,170.16
,6008.0,6009.0,14.28,0.0,118.12
,6078.0,6079.0,35.19,0.0,289.25
,6080.0,6081.0,19.52,0.0,240.52
,6082.0,6083.0,18.88,0.0,264.57
,6084.0,6085.0,17.49,0.0,245.72
,6212.0,6213.0,10.27,0.0,122.98
,6214.0,6215.0,32.64,0.0,217.92
,6216.0,6217.0,33.18,0.0,226.19
,6222.0,6223.0,5.85,0.0,41.48
,6232.0,6233.0,23.46,0.0,183.83
,6256.0,6257.0,32.02,0.0,255.53
,6320.0,6321.0,7.77,0.0,100.01
,6322.0,6323.0,10.19,0.0,125.78
,6324.0,6325.0,21.01,0.0,144.06
,6326.0,6327.0,1.53,0.0,4.44
,6328.0,6329.0,14.28,0.0,132.07
,6330.0,6331.0,9.62,0.0,119.85
,6342.0,6343.0,0.02,0.0,0.2
,6344.0,6345.0,0.76,0.0,4.21
,6346.0,6347.0,4.96,0.0,40.38
,6348.0,6349.0,0.43,0.0,4.3
,6350.0,6351.0,9.78,0.0,34.88
,6420.0,6421.0,26.87,0.0,214.52
,6422.0,6423.0,19.81,0.0,155.78
,6424.0,6425.0,33.29,0.0,248.86
,6430.0,6431.0,15.4,0.0,125.07
,6436.0,6437.0,22.84,0.0,262.08
,6438.0,6439.0,8.13,0.0,88.57
,6440.0,6441.0,17.85,0.0,229.19
,6442.0,6443.0,8.41,0.0,81.62
,6444.0,6445.0,10.84,0.0,108.11
,6446.0,6447.0,6.81,0.0,68.43
,6448.0,6449.0,11.91,0.0,83.05
,6450.0,6451.0,6.12,0.0,82.05
,6512.0,6513.0,11.27,0.0,82.0
,6514.0,6515.0,5.09,0.0,37.77
,6516.0,6517.0,9.47,0.0,68.93
,6532.0,6533.0,22.97,0.0,188.38
,6558.0,6559.0,44.02,0.0,338.14
,6560.0,6561.0,13.37,0.0,152.32
,6566.0,6567.0,4.2,0.0,29.7
,6588.0,6589.0,39.55,0.0,252.08
,6610.0,6611.0,7.97,0.0,62.57
,6612.0,6613.0,12.22,0.0,101.84
,6614.0,6615.0,14.26,0.0,118.01
,6616.0,6617.0,27.0,0.0,225.73
,6624.0,6625.0,22.2,0.0,138.42
,6634.0,6635.0,24.57,0.0,174.02
,6718.0,6719.0,13.3,0.0,118.11
,6720.0,6721.0,8.28,0.0,71.39
,6722.0,6723.0,20.71,0.0,191.37
,6782.0,6783.0,7.79,0.0,99.76
,6870.0,6871.0,10.65,0.0,94.56
,6890.0,6891.0,7.33,0.0,95.69
,6892.0,6893.0,14.69,0.0,186.88
,6896.0,6897.0,1.26,0.0,7.92
,6898.0,6899.0,5.22,0.0,24.68
,6900.0,6901.0,3.52,0.0,46.47
,6902.0,6903.0,6.79,0.0,85.49
,6916.0,6917.0,7.13,0.0,95.42
,6918.0,6919.0,8.0,0.0,107.03
,6920.0,6921.0,17.27,0.0,229.97
,6922.0,6923.0,4.79,0.0,64.58
,6924.0,6925.0,4.63,0.0,62.03
,6926.0,6927.0,3.74,0.0,49.8
,6928.0,6929.0,14.47,0.0,174.47
,6930.0,6931.0,9.62,0.0,123.52
,6972.0,6973.0,35.26,0.0,279.22
,6974.0,6975.0,13.69,0.0,102.06
,6976.0,6977.0,13.28,0.0,78.05
,7082.0,7083.0,2.12,0.0,23.48
,7108.0,7109.0,5.14,0.0,73.02
,7110.0,7111.0,16.96,0.0,225.91
,7112.0,7113.0,8.13,0.0,120.48
,7114.0,7115.0,7.58,0.0,112.32
,7170.0,7171.0,2.86,0.0,39.94
,7172.0,7173.0,4.68,0.0,65.65
,7174.0,7175.0,2.37,0.0,33.42
,7176.0,7177.0,11.65,0.0,133.95
,7216.0,7217.0,44.62,0.0,394.49
,7246.0,7247.0,6.64,0.0,94.31
,7252.0,7253.0,21.84,0.0,170.3
,7282.0,7283.0,31.04,0.0,177.06
,7284.0,7285.0,25.4,0.0,217.63
,7312.0,7313.0,9.3,0.0,101.17
,7318.0,7319.0,2.28,0.0,16.52
,7320.0,7321.0,2.9,0.0,21.84
,7334.0,7335.0,12.37,0.0,100.01
,7336.0,7337.0,17.34,0.0,140.97
,7372.0,7373.0,42.54,0.0,300.68
,7412.0,7413.0,11.97,0.0,93.13
,7434.0,7435.0,11.27,0.0,88.78
,7436.0,7437.0,11.37,0.0,85.32
,7450.0,7451.0,8.38,0.0,61.44
,7452.0,7453.0,4.27,0.0,29.66
,7454.0,7455.0,11.57,0.0,85.14
,7456.0,7457.0,17.6,0.0,128.63
,7468.0,7469.0,36.22,0.0,261.03
,7472.0,7473.0,12.92,0.0,105.52
,7474.0,7475.0,48.82,0.0,403.88
,7476.0,7477.0,12.19,0.0,66.48
,7478.0,7479.0,24.33,0.0,187.83
,7480.0,7481.0,13.56,0.0,180.31
,7488.0,7489.0,23.78,0.0,186.96
,7532.0,7533.0,2.13,0.0,15.25
,7538.0,7539.0,14.78,0.0,103.19
,7540.0,7541.0,6.18,0.0,19.75
,7548.0,7549.0,14.56,0.0,99.28
,7600.0,7601.0,16.49,0.0,132.81
,7602.0,7603.0,26.03,0.0,208.67
,7618.0,7619.0,12.21,0.0,100.13
,7630.0,7631.0,7.79,0.0,47.51
,7672.0,7673.0,10.56,0.0,148.2
,7674.0,7675.0,0.87,0.0,14.95
,7676.0,7677.0,,0.0,5.45
,7678.0,7679.0,9.27,0.0,141.0
,7680.0,7681.0,13.55,0.0,165.89
,7682.0,7683.0,5.37,0.0,74.03
,7688.0,7689.0,14.65,0.0,169.34
,7690.0,7691.0,14.5,0.0,169.93
,7692.0,7693.0,38.32,0.0,453.22
,7704.0,7705.0,26.97,0.0,183.16
,7790.0,7791.0,18.17,0.0,197.15
,7798.0,7799.0,12.2,0.0,129.14
,7976.0,7977.0,29.55,0.0,158.62
,8016.0,8017.0,10.14,0.0,114.83
,8022.0,8023.0,4.41,0.0,49.85
,8024.0,8025.0,16.22,0.0,181.31
,8026.0,8027.0,8.18,0.0,85.86
,8030.0,8031.0,12.07,0.0,155.21
,8032.0,8033.0,15.16,0.0,195.62
,8034.0,8035.0,3.99,0.0,56.32
,8036.0,8037.0,20.74,0.0,291.22
,8038.0,8039.0,10.61,0.0,85.32
,8040.0,8041.0,6.07,0.0,79.49
,8064.0,8065.0,10.44,0.0,86.86
,8066.0,8067.0,8.98,0.0,78.42
,8068.0,8069.0,27.05,0.0,203.36
,8186.0,8187.0,26.84,0.0,325.76
,8280.0,8281.0,34.7,0.0,377.94
,8372.0,8373.0,23.78,0.0,306.32
,8374.0,8375.0,7.22,0.0,96.74
,8376.0,8377.0,6.38,0.0,86.75
,8390.0,8391.0,3.86,0.0,52.36
,8398.0,8399.0,17.8,0.0,125.58
,8400.0,8401.0,9.66,0.0,69.1
,8494.0,8495.0,38.72,0.0,338.71
,8630.0,8631.0,25.5,0.0,288.96
,8658.0,8659.0,31.89,0.0,249.5
,8678.0,8679.0,52.75,0.0,640.2
,8778.0,8779.0,16.03,0.0,127.36
,8782.0,8783.0,9.98,0.0,76.37
,8850.0,8851.0,36.42,0.0,387.74
,8870.0,8871.0,8.69,0.0,55.69
,8876.0,8877.0,21.4,0.0,146.38
,8890.0,8891.0,6.47,0.0,38.64
,8914.0,8915.0,7.6,0.0,98.14
,8916.0,8917.0,11.47,0.0,152.79
,8976.0,8977.0,10.47,0.0,85.93
,8978.0,8979.0,16.97,0.0,140.13
,9054.0,9055.0,10.28,0.0,84.52
,9072.0,9073.0,9.53,0.0,69.26
,9104.0,9105.0,50.78,0.0,413.52
,9220.0,9221.0,7.97,0.0,65.81
,9224.0,9225.0,93.9,0.0,648.02
,9226.0,9227.0,32.88,0.0,265.6
,9228.0,9229.0,20.58,0.0,269.04
,9234.0,9235.0,16.86,0.0,131.33
,9272.0,9273.0,14.17,0.0,132.55
,9274.0,9275.0,16.17,0.0,124.24
,9276.0,9277.0,5.62,0.0,42.59
,9370.0,9371.0,21.15,0.0,159.51
,9492.0,9493.0,9.36,0.0,69.85
,9642.0,9643.0,9.93,0.0,80.05
,9958.0,9959.0,12.86,0.0,100.9
,9960.0,9961.0,12.52,0.0,100.41
,9962.0,9963.0,12.52,0.0,100.24
,9964.0,9965.0,39.4,0.0,317.77
,9972.0,9973.0,60.8,0.0,552.29
,9984.0,9985.0,12.5,0.0,96.55
,10000.0,10001.0,15.35,0.0,122.27
,10024.0,10025.0,14.29,0.0,128.63
,10034.0,10035.0,12.44,0.0,179.73
,10036.0,10037.0,23.0,0.0,193.94
,10228.0,10229.0,9.12,0.0,125.37
,10230.0,10231.0,10.59,0.0,150.19
,10232.0,10233.0,11.81,0.0,167.57
,10234.0,10235.0,7.35,0.0,103.59
,10236.0,10237.0,18.67,0.0,253.17
,10262.0,10263.0,17.34,0.0,151.85
,10264.0,10265.0,22.84,0.0,195.54
,10270.0,10271.0,14.41,0.0,112.47
,10272.0,10273.0,6.81,0.0,54.14
,10274.0,10275.0,6.75,0.0,53.54
,10276.0,10277.0,13.22,0.0,104.91
,10286.0,10287.0,5.13,0.0,78.24
,10296.0,10297.0,37.45,0.0,306.18
,10298.0,10299.0,10.15,0.0,86.3
,10300.0,10301.0,13.49,0.0,112.07
,10302.0,10303.0,35.11,0.0,273.98
,10346.0,10347.0,6.93,0.0,53.19
,10348.0,10349.0,26.92,0.0,204.47
,10372.0,10373.0,9.69,0.0,100.02
,10384.0,10385.0,15.43,0.0,127.32
,10394.0,10395.0,16.37,0.0,241.43
,10420.0,10421.0,11.29,0.0,95.19
,10424.0,10425.0,2.76,0.0,25.97
,10426.0,10427.0,11.68,0.0,92.12
,10438.0,10439.0,88.11,0.0,723.54
,10622.0,10623.0,13.56,0.0,96.72
,10624.0,10625.0,8.22,0.0,106.26
,10626.0,10627.0,14.42,0.0,175.71
,10652.0,10653.0,49.76,0.0,347.81
,10654.0,10655.0,25.55,0.0,161.3
,10696.0,10697.0,59.08,0.0,480.67
,10698.0,10699.0,12.73,0.0,99.73
,10700.0,10701.0,32.69,0.0,266.05
,10716.0,10717.0,14.01,0.0,125.66
,10718.0,10719.0,13.84,0.0,123.04
,10720.0,10721.0,6.7,0.0,56.02
,10730.0,10731.0,5.13,0.0,30.71
,10746.0,10747.0,26.87,0.0,223.21
,10754.0,10755.0,12.16,0.0,104.28
,10760.0,10761.0,17.55,0.0,223.3
,10762.0,10763.0,6.2,0.0,61.71
,10764.0,10765.0,51.59,0.0,705.01
,10766.0,10767.0,18.48,0.0,252.88
,10768.0,10769.0,19.48,0.0,267.24
,10776.0,10777.0,13.26,0.0,154.42
,10778.0,10779.0,12.51,0.0,144.38
,10784.0,10785.0,31.51,0.0,228.35
,10786.0,10787.0,5.48,0.0,39.68
,10788.0,10789.0,10.56,0.0,76.72
,10790.0,10791.0,22.2,0.0,196.73
,10798.0,10799.0,33.23,0.0,257.34
,10800.0,10801.0,23.07,0.0,177.66
,10804.0,10805.0,15.17,0.0,128.82
,10806.0,10807.0,7.06,0.0,60.43
,10808.0,10809.0,6.5,0.0,52.03
,10840.0,10841.0,43.5,0.0,299.3
,10850.0,10851.0,32.75,0.0,380.78
,10864.0,10865.0,9.44,0.0,124.81
,10866.0,10867.0,18.01,0.0,163.66
,10886.0,10887.0,36.98,0.0,295.8
,10888.0,10889.0,23.0,0.0,183.07
,10952.0,10953.0,24.35,0.0,313.69
,10964.0,10965.0,23.45,0.0,313.65
,10968.0,10969.0,8.89,0.0,110.38
,10970.0,10971.0,12.04,0.0,155.88
,10972.0,10973.0,11.14,0.0,95.27
,10974.0,10975.0,1.15,0.0,10.03
,10986.0,10987.0,24.0,0.0,280.73
,10988.0,10989.0,41.79,0.0,391.54
,10994.0,10995.0,10.37,0.0,83.61
,11014.0,11015.0,4.38,0.0,33.81
,11028.0,11029.0,5.21,0.0,55.59
,11052.0,11053.0,14.84,0.0,205.07
,11054.0,11055.0,2.35,0.0,20.07
,11056.0,11057.0,16.18,0.0,180.4
,11058.0,11059.0,9.82,0.0,72.63
,11066.0,11067.0,14.68,0.0,186.98
,11120.0,11121.0,12.25,0.0,139.9
,11122.0,11123.0,7.21,0.0,89.3
,11124.0,11125.0,7.67,0.0,94.52
,11126.0,11127.0,7.82,0.0,96.94
,11128.0,11129.0,19.69,0.0,108.12
,11130.0,11131.0,13.01,0.0,111.24
,11132.0,11133.0,12.82,0.0,110.61
,11148.0,11149.0,1.76,0.0,25.14
,11150.0,11151.0,3.45,0.0,48.1
,11178.0,11179.0,21.13,0.0,279.19
,11180.0,11181.0,7.58,0.0,94.1
,11182.0,11183.0,10.53,0.0,115.41
,11224.0,11225.0,72.13,0.0,899.77
,11226.0,11227.0,4.49,0.0,41.73
,11228.0,11229.0,48.81,0.0,379.02
,11238.0,11239.0,43.18,0.0,298.24
,11242.0,11243.0,29.12,0.0,229.99
,11244.0,11245.0,21.33,0.0,152.26
,11298.0,11299.0,11.46,0.0,166.49
,11312.0,11313.0,8.05,0.0,59.86
,11324.0,11325.0,23.81,0.0,153.61
,11350.0,11351.0,10.43,0.0,122.89
,11366.0,11367.0,57.68,0.0,407.9
,11374.0,11375.0,1.98,0.0,14.35
,11404.0,11405.0,40.77,0.0,301.73
,11434.0,11435.0,16.27,0.0,111.7
,11436.0,11437.0,15.71,0.0,113.86
,11438.0,11439.0,16.09,0.0,115.1
,11440.0,11441.0,27.72,0.0,204.92
,11444.0,11445.0,16.75,0.0,93.01
,11454.0,11455.0,20.18,0.0,162.97
,11456.0,11457.0,6.4,0.0,71.44
,11480.0,11481.0,24.61,0.0,308.26
,11540.0,11541.0,8.34,0.0,66.28
,11542.0,11543.0,9.48,0.0,76.97
,11576.0,11577.0,34.14,0.0,339.88
,11582.0,11583.0,24.08,0.0,200.49
,11630.0,11631.0,31.08,0.0,235.75
,11682.0,11683.0,10.86,0.0,81.96
,11704.0,11705.0,0.91,0.0,5.38
,11706.0,11707.0,26.67,0.0,243.69
