from_node,to_node,edge_tt,distance,source_edge_id,edge_var
52960.0,52961.0,12.37,102.64,-68576795#2,0.0
52962.0,52963.0,8.38,68.92,-68576795#3,0.0
52964.0,52965.0,3.8,32.18,-68576795#4,0.0
53036.0,53037.0,12.42,153.87,-689406332#0,0.0
53038.0,53039.0,15.54,183.28,-689406334#2,0.0
53062.0,53063.0,8.47,44.12,-690415845,0.0
53064.0,53065.0,22.69,188.05,-690429978,0.0
53092.0,53093.0,11.61,90.55,-690708061#2,0.0
53094.0,53095.0,5.5,40.23,-690708061#3,0.0
53098.0,53099.0,18.1,226.1,-690918763#0,0.0
53100.0,53101.0,6.15,76.89,-690918763#1,0.0
53102.0,53103.0,8.86,104.23,-690918763#2,0.0
53118.0,53119.0,3.16,30.39,-69144322#0,0.0
53120.0,53121.0,12.3,152.21,-691544984#0,0.0
53122.0,53123.0,7.83,58.23,-69166131,0.0
53124.0,53125.0,11.01,88.78,-69166165,0.0
53128.0,53129.0,,0.2,-69166177,0.0
53130.0,53131.0,24.01,198.45,-69166206,0.0
53132.0,53133.0,3.21,29.18,-69166212,0.0
53138.0,53139.0,5.8,78.42,-692406466,0.0
53140.0,53141.0,8.12,109.44,-692406467#0,0.0
53142.0,53143.0,12.1,151.59,-692406467#1,0.0
53144.0,53145.0,15.25,118.24,-692426485,0.0
53158.0,53159.0,29.99,229.31,-693273454,0.0
53176.0,53177.0,14.72,122.32,-69414397,0.0
53214.0,53215.0,23.23,279.1,-696354580#0,0.0
53216.0,53217.0,0.78,7.19,-696354580#2,0.0
53228.0,53229.0,15.5,184.73,-696732558#0,0.0
53236.0,53237.0,27.03,240.95,-6967855#1,0.0
53256.0,53257.0,6.74,12.03,-69873799#2,0.0
53258.0,53259.0,1.82,25.52,-699073594,0.0
53386.0,53387.0,18.55,184.0,-70367897#2,0.0
53388.0,53389.0,3.58,54.08,-70367897#3,0.0
53390.0,53391.0,10.35,153.23,-70367897#4,0.0
53416.0,53417.0,1.04,8.42,-706201572,0.0
53444.0,53445.0,10.27,83.93,-708910290#0,0.0
53446.0,53447.0,9.79,80.29,-708910290#1,0.0
53448.0,53449.0,5.62,46.22,-708910291,0.0
53452.0,53453.0,5.75,30.18,-71001582#1,0.0
53466.0,53467.0,6.38,75.59,-71079689,0.0
53484.0,53485.0,3.94,54.84,-71143837,0.0
53504.0,53505.0,10.28,186.17,-712355888#0,0.0
53512.0,53513.0,17.56,72.9,-71282503,0.0
53540.0,53541.0,11.37,99.95,-71392596#0,0.0
53550.0,53551.0,34.18,249.17,-714512465,0.0
53600.0,53601.0,43.25,516.44,-71596043,0.0
53620.0,53621.0,26.15,330.47,-71746025,0.0
53622.0,53623.0,25.14,195.67,-717478446#0,0.0
53624.0,53625.0,5.27,44.05,-717478446#1,0.0
53626.0,53627.0,23.05,193.67,-717478446#2,0.0
53634.0,53635.0,28.84,267.82,-71834345#0,0.0
53636.0,53637.0,3.88,35.81,-71834345#1,0.0
53638.0,53639.0,21.14,181.05,-71834345#2,0.0
53640.0,53641.0,9.06,77.57,-71834345#3,0.0
53686.0,53687.0,10.0,43.24,-718428128#0,0.0
53688.0,53689.0,34.7,268.34,-718428128#1,0.0
53702.0,53703.0,8.88,119.81,-718428132#0,0.0
53704.0,53705.0,7.29,90.29,-718428132#1,0.0
53706.0,53707.0,5.56,63.5,-718428132#10,0.0
53708.0,53709.0,12.65,97.83,-718428132#7,0.0
53710.0,53711.0,1.79,23.84,-718428132#8,0.0
53712.0,53713.0,3.9,51.83,-718428132#9,0.0
53714.0,53715.0,8.64,112.49,-718428133#0,0.0
53716.0,53717.0,4.59,53.39,-718428133#1,0.0
53772.0,53773.0,13.13,165.17,-71960644#0,0.0
53774.0,53775.0,9.01,112.69,-71960644#2,0.0
53776.0,53777.0,6.19,77.38,-71960644#3,0.0
53778.0,53779.0,1.82,23.06,-71960644#4,0.0
53780.0,53781.0,5.22,61.78,-71960644#5,0.0
53784.0,53785.0,24.62,309.01,-71960718#0,0.0
53786.0,53787.0,18.93,236.7,-71960718#1,0.0
53788.0,53789.0,2.46,29.35,-71960718#2,0.0
53790.0,53791.0,3.18,47.41,-71960720#0,0.0
53792.0,53793.0,2.56,37.44,-71960720#1,0.0
53794.0,53795.0,6.24,92.53,-71960720#2,0.0
53798.0,53799.0,22.76,267.72,-72077912,0.0
53800.0,53801.0,12.39,111.8,-720804753,0.0
53806.0,53807.0,2.52,29.81,-72153152,0.0
53832.0,53833.0,17.11,132.39,-72175227#0,0.0
53834.0,53835.0,18.31,123.5,-72175227#1,0.0
53840.0,53841.0,10.89,136.32,-72175275#0,0.0
53842.0,53843.0,17.81,169.11,-72175275#2,0.0
53892.0,53893.0,16.17,262.6,-723084570#0,0.0
53894.0,53895.0,8.91,132.09,-723084570#1,0.0
53948.0,53949.0,3.35,25.33,-727313945#0,0.0
53950.0,53951.0,6.89,51.57,-727313945#1,0.0
53952.0,53953.0,7.73,77.09,-727313946#0,0.0
53954.0,53955.0,9.14,115.61,-727313946#1,0.0
53956.0,53957.0,10.93,129.23,-727313946#3,0.0
53966.0,53967.0,25.34,264.49,-729154475,0.0
53978.0,53979.0,8.71,36.99,-729371699#2,0.0
53996.0,53997.0,37.72,191.32,-730823152,0.0
54004.0,54005.0,13.36,141.98,-73283080,0.0
54006.0,54007.0,21.16,50.08,-73310497#2,0.0
54078.0,54079.0,33.6,229.14,-74098739,0.0
54100.0,54101.0,12.89,102.73,-741106135,0.0
54102.0,54103.0,12.53,99.51,-741106137,0.0
54104.0,54105.0,14.64,76.57,-741106138,0.0
54116.0,54117.0,8.83,64.67,-743631784,0.0
54118.0,54119.0,10.05,165.67,-744464193,0.0
54130.0,54131.0,8.1,52.78,-746687703#0,0.0
54132.0,54133.0,3.68,46.8,-746687703#1,0.0
54146.0,54147.0,8.15,109.96,-747453201,0.0
54174.0,54175.0,19.44,119.1,-750303643,0.0
54180.0,54181.0,28.53,228.49,-75066614,0.0
54204.0,54205.0,16.3,115.27,-751595930,0.0
54272.0,54273.0,9.0,77.55,-756776166,0.0
54318.0,54319.0,6.15,69.09,-758683447#0,0.0
54334.0,54335.0,6.12,79.31,-760145063,0.0
54336.0,54337.0,24.48,194.15,-76035216,0.0
54348.0,54349.0,29.56,236.5,-760803013#0,0.0
54350.0,54351.0,20.45,257.83,-760803014#2,0.0
54352.0,54353.0,35.92,463.52,-760803014#3,0.0
54354.0,54355.0,9.0,88.83,-760803014#8,0.0
54356.0,54357.0,11.63,146.21,-760803014#9,0.0
54360.0,54361.0,18.03,106.88,-761338628#0,0.0
54362.0,54363.0,34.22,229.66,-761338628#1,0.0
54406.0,54407.0,3.63,27.06,-7616327#1,0.0
54408.0,54409.0,7.98,61.38,-7616327#2,0.0
54410.0,54411.0,10.69,81.83,-7616327#3,0.0
54420.0,54421.0,44.12,325.76,-7617255#0,0.0
54422.0,54423.0,53.49,424.89,-7617255#1,0.0
54460.0,54461.0,5.39,48.25,-7620376#2,0.0
54466.0,54467.0,14.49,181.15,-76212441,0.0
54550.0,54551.0,3.45,50.54,-766966533#0,0.0
54552.0,54553.0,5.41,67.06,-766966533#1,0.0
54554.0,54555.0,3.52,46.41,-767466073#2,0.0
54556.0,54557.0,23.16,239.77,-767466074,0.0
54688.0,54689.0,53.96,412.92,-7706123#1,0.0
54698.0,54699.0,8.93,122.99,-770746863#0,0.0
54700.0,54701.0,11.26,154.5,-770748271,0.0
54702.0,54703.0,22.64,108.9,-77094760,0.0
54796.0,54797.0,16.9,136.42,-7742634,0.0
54820.0,54821.0,24.39,187.41,-775718060,0.0
54826.0,54827.0,20.6,253.16,-776739296,0.0
54830.0,54831.0,3.59,42.38,-777314182#0,0.0
54842.0,54843.0,31.54,232.78,-777345629,0.0
54858.0,54859.0,9.31,116.78,-779929926,0.0
54864.0,54865.0,5.37,43.73,-78176663#0,0.0
54866.0,54867.0,20.91,131.56,-782128174,0.0
54868.0,54869.0,8.33,30.99,-782402204#1,0.0
54884.0,54885.0,2.78,16.66,-783357898,0.0
54886.0,54887.0,13.76,151.17,-783370253#0,0.0
54888.0,54889.0,11.33,68.85,-783403203,0.0
54908.0,54909.0,3.33,43.42,-784891746#0,0.0
54926.0,54927.0,5.91,56.18,-785563391#1,0.0
54932.0,54933.0,1.1,14.5,-785567931#0,0.0
54934.0,54935.0,13.11,168.54,-785567931#1,0.0
54936.0,54937.0,11.84,95.12,-785567931#3,0.0
54938.0,54939.0,8.26,109.39,-785567931#4,0.0
54952.0,54953.0,26.02,94.98,-785790737,0.0
54968.0,54969.0,21.88,302.86,-788501040#0,0.0
54970.0,54971.0,5.82,48.46,-788501040#2,0.0
54972.0,54973.0,2.88,34.11,-788501040#3,0.0
54974.0,54975.0,10.65,138.35,-789027137#2,0.0
55026.0,55027.0,7.6,53.7,-793150995#0,0.0
55028.0,55029.0,5.25,78.18,-793150996,0.0
55030.0,55031.0,45.06,361.19,-793161547#1,0.0
55042.0,55043.0,5.56,71.92,-793358796,0.0
55044.0,55045.0,22.7,317.44,-793358797#0,0.0
55046.0,55047.0,6.1,79.95,-793358797#1,0.0
55048.0,55049.0,2.94,31.69,-793358797#2,0.0
55052.0,55053.0,3.6,28.62,-79386008#0,0.0
55054.0,55055.0,6.56,43.79,-79386019,0.0
55078.0,55079.0,26.49,203.32,-795574346#0,0.0
55080.0,55081.0,6.7,73.17,-795662067,0.0
55118.0,55119.0,11.78,106.13,-7989962,0.0
55270.0,55271.0,7.02,86.68,-8008819#0,0.0
55272.0,55273.0,10.77,122.29,-8008819#5,0.0
55326.0,55327.0,19.04,68.29,-802024934#0,0.0
55570.0,55571.0,14.82,199.57,-806162013,0.0
55586.0,55587.0,36.76,357.55,-80677790#0,0.0
55610.0,55611.0,2.63,21.58,-80706109#1,0.0
55614.0,55615.0,5.24,38.08,-80715076#0,0.0
55616.0,55617.0,13.14,102.97,-80715076#1,0.0
55622.0,55623.0,5.07,67.34,-807305566#1,0.0
55698.0,55699.0,7.6,93.52,-8084121,0.0
55720.0,55721.0,17.4,106.41,-8084132#0,0.0
55722.0,55723.0,8.68,99.14,-8084132#1,0.0
55724.0,55725.0,6.3,93.17,-8084132#12,0.0
55726.0,55727.0,7.51,90.05,-8084132#13,0.0
55728.0,55729.0,8.72,100.33,-8084132#6,0.0
55730.0,55731.0,7.67,99.25,-8084132#7,0.0
55792.0,55793.0,56.71,428.46,-8100317#3,0.0
55796.0,55797.0,39.05,300.04,-8100381#1,0.0
55808.0,55809.0,30.53,89.44,-810165443,0.0
55816.0,55817.0,5.55,72.5,-810785389,0.0
55820.0,55821.0,8.19,99.36,-8109648#0,0.0
55822.0,55823.0,7.25,100.61,-8109648#1,0.0
55824.0,55825.0,7.08,98.68,-8109648#2,0.0
55826.0,55827.0,7.05,92.75,-8109648#4,0.0
55830.0,55831.0,65.31,592.67,-81096611#0,0.0
55832.0,55833.0,4.03,35.51,-81096611#1,0.0
55834.0,55835.0,19.91,176.26,-81096611#2,0.0
55836.0,55837.0,0.81,8.12,-81113584#0,0.0
55840.0,55841.0,28.56,255.11,-8113456#0,0.0
55862.0,55863.0,23.0,158.13,-8113950,0.0
55868.0,55869.0,33.36,255.73,-8115415,0.0
55870.0,55871.0,10.17,68.6,-8115416#0,0.0
55872.0,55873.0,10.63,69.05,-8115416#1,0.0
55874.0,55875.0,21.5,152.44,-8115416#2,0.0
55876.0,55877.0,17.64,124.43,-8115417#0,0.0
55922.0,55923.0,8.51,97.6,-813606311#0,0.0
55924.0,55925.0,7.46,80.01,-813606312,0.0
55926.0,55927.0,17.87,136.64,-813606313#0,0.0
55930.0,55931.0,20.86,166.83,-813947554#0,0.0
55932.0,55933.0,9.89,78.98,-813947554#1,0.0
55934.0,55935.0,19.32,155.5,-814007277,0.0
55984.0,55985.0,15.31,89.69,-814265560,0.0
55996.0,55997.0,28.75,116.42,-814840409#0,0.0
55998.0,55999.0,33.88,230.49,-814840749#0,0.0
56006.0,56007.0,20.93,190.35,-814842405#0,0.0
56008.0,56009.0,12.15,68.25,-814842407#0,0.0
56010.0,56011.0,9.36,66.38,-814842626#0,0.0
56016.0,56017.0,9.77,76.95,-814842895#0,0.0
56018.0,56019.0,4.19,31.13,-814842896,0.0
56022.0,56023.0,12.73,97.65,-814842898#0,0.0
56024.0,56025.0,16.91,128.01,-814842898#1,0.0
56044.0,56045.0,12.81,91.11,-8149654#2,0.0
56056.0,56057.0,12.78,105.09,-8149664#1,0.0
56078.0,56079.0,15.63,103.7,-8150996#1,0.0
56182.0,56183.0,27.35,217.72,-816978356#0,0.0
56196.0,56197.0,20.1,127.03,-8170842#1,0.0
56202.0,56203.0,6.95,51.11,-817288929,0.0
56216.0,56217.0,14.92,101.48,-817288938#0,0.0
56218.0,56219.0,4.41,55.92,-817288940#0,0.0
56220.0,56221.0,3.98,22.12,-817288944#2,0.0
56222.0,56223.0,23.32,179.1,-817288958,0.0
56236.0,56237.0,11.54,85.88,-818868786#1,0.0
56238.0,56239.0,8.88,67.77,-818868786#2,0.0
56244.0,56245.0,5.9,45.13,-818875551,0.0
56246.0,56247.0,11.15,87.2,-818875552#0,0.0
56262.0,56263.0,19.85,140.79,-821100848#0,0.0
56298.0,56299.0,4.47,24.52,-821806850,0.0
56354.0,56355.0,124.02,117.36,-823173500,0.0
56356.0,56357.0,2.25,28.28,-823947570,0.0
56462.0,56463.0,11.82,110.58,-827522238,0.0
56486.0,56487.0,2.85,22.05,-828487668#1,0.0
56488.0,56489.0,10.68,79.77,-828776987,0.0
56544.0,56545.0,5.76,40.21,-831444834,0.0
56616.0,56617.0,71.09,949.91,-834775952,0.0
56640.0,56641.0,17.35,120.84,-83510030,0.0
56670.0,56671.0,6.57,94.89,-83631966#0,0.0
56672.0,56673.0,13.76,111.95,-83631966#1,0.0
56682.0,56683.0,23.91,157.2,-836354422,0.0
56692.0,56693.0,10.16,75.97,-836498458#0,0.0
56694.0,56695.0,14.51,113.46,-836498461,0.0
56696.0,56697.0,13.62,106.96,-836498470#0,0.0
56698.0,56699.0,28.31,176.45,-836498474#0,0.0
56700.0,56701.0,4.95,37.01,-836498502,0.0
56738.0,56739.0,22.04,170.59,-837147980,0.0
56746.0,56747.0,18.11,151.86,-837200674,0.0
56764.0,56765.0,41.43,468.23,-837376160#0,0.0
56774.0,56775.0,5.24,72.41,-837553910#0,0.0
56776.0,56777.0,6.82,94.55,-837553910#1,0.0
56780.0,56781.0,28.3,212.07,-838147095,0.0
56784.0,56785.0,4.93,20.64,-838227172,0.0
56828.0,56829.0,11.49,151.99,-839113394,0.0
56902.0,56903.0,49.52,704.93,-84218282#1,0.0
56916.0,56917.0,12.4,120.49,-842378643#0,0.0
56918.0,56919.0,14.04,142.66,-842378643#1,0.0
56924.0,56925.0,6.04,57.45,-8428399,0.0
56948.0,56949.0,13.31,166.92,-844026237,0.0
56954.0,56955.0,12.37,96.86,-844527459#0,0.0
56962.0,56963.0,75.79,461.17,-844553070,0.0
56964.0,56965.0,22.18,154.6,-844553071#0,0.0
56966.0,56967.0,4.19,32.29,-844553071#1,0.0
56968.0,56969.0,23.91,158.62,-844553071#2,0.0
56974.0,56975.0,35.12,268.35,-84469986,0.0
56982.0,56983.0,1.69,17.5,-845314133,0.0
56988.0,56989.0,26.1,164.94,-845476764#0,0.0
56994.0,56995.0,9.3,57.77,-845476765#2,0.0
57066.0,57067.0,50.46,348.53,-847752643,0.0
57068.0,57069.0,3.04,20.65,-847752644,0.0
57070.0,57071.0,3.49,47.69,-847781152,0.0
57072.0,57073.0,6.18,87.09,-84793968#10,0.0
57074.0,57075.0,6.8,90.58,-84793968#11,0.0
57076.0,57077.0,2.74,29.25,-84793968#2,0.0
57078.0,57079.0,7.22,101.45,-84793968#3,0.0
57080.0,57081.0,8.65,114.76,-84793968#4,0.0
57082.0,57083.0,9.57,101.4,-84793968#9,0.0
57084.0,57085.0,4.87,16.05,-84799534#2,0.0
57096.0,57097.0,26.87,212.31,-848060086,0.0
57100.0,57101.0,26.8,213.62,-848060090,0.0
57122.0,57123.0,44.36,312.95,-849528441#0,0.0
57128.0,57129.0,43.47,306.93,-849528487#0,0.0
57138.0,57139.0,2.53,33.1,-849599088#0,0.0
57140.0,57141.0,6.04,46.63,-849599089#2,0.0
57142.0,57143.0,2.12,27.5,-849599089#3,0.0
57144.0,57145.0,11.43,135.81,-849599090#0,0.0
57148.0,57149.0,9.04,59.51,-84960597,0.0
57150.0,57151.0,13.79,162.23,-84960606,0.0
57166.0,57167.0,18.78,102.85,-85023545#2,0.0
57180.0,57181.0,2.49,18.59,-851063006#2,0.0
57184.0,57185.0,26.34,277.54,-851251671,0.0
57188.0,57189.0,6.61,91.14,-85127867#0,0.0
57190.0,57191.0,4.95,68.39,-85127867#1,0.0
57192.0,57193.0,5.23,72.74,-85127867#2,0.0
57218.0,57219.0,16.78,144.96,-851506421,0.0
57270.0,57271.0,6.73,18.15,-85289339,0.0
57284.0,57285.0,10.0,73.25,-854144498,0.0
57292.0,57293.0,0.52,7.12,-854788998#0,0.0
57294.0,57295.0,2.7,36.98,-854788998#1,0.0
57296.0,57297.0,5.27,72.03,-854788998.48,0.0
57298.0,57299.0,3.55,48.01,-854788999,0.0
57318.0,57319.0,7.25,27.84,-855356675,0.0
57340.0,57341.0,19.87,185.15,-855733388,0.0
57356.0,57357.0,26.5,348.8,-855874110,0.0
57358.0,57359.0,32.75,216.41,-856043395#0,0.0
57426.0,57427.0,25.9,194.53,-857983579,0.0
57440.0,57441.0,3.02,22.26,-858527785,0.0
57442.0,57443.0,6.24,75.24,-858527786,0.0
57446.0,57447.0,18.75,230.62,-858590660,0.0
57448.0,57449.0,14.46,115.4,-858590661,0.0
57450.0,57451.0,0.08,0.25,-858659623,0.0
57514.0,57515.0,14.63,184.16,-860424752,0.0
57518.0,57519.0,13.83,53.71,-860638031,0.0
57520.0,57521.0,8.04,91.53,-860638033,0.0
57522.0,57523.0,6.68,39.17,-860638043#2,0.0
57524.0,57525.0,13.54,93.24,-860638044#0,0.0
57526.0,57527.0,6.3,60.62,-860638046,0.0
57528.0,57529.0,6.93,88.98,-860638048#0,0.0
57530.0,57531.0,,4.13,-860638048#1,0.0
57532.0,57533.0,21.12,153.14,-860667828,0.0
57536.0,57537.0,3.57,42.63,-860763947,0.0
57540.0,57541.0,24.58,178.31,-861068542,0.0
57542.0,57543.0,8.79,38.11,-861068543,0.0
57562.0,57563.0,3.64,37.69,-862863111#0,0.0
57566.0,57567.0,6.93,94.32,-862863157,0.0
57568.0,57569.0,23.5,188.52,-862863163,0.0
57572.0,57573.0,46.72,553.05,-863019363#0,0.0
57582.0,57583.0,8.08,104.56,-863348519#0,0.0
57588.0,57589.0,7.41,105.78,-8635763#0,0.0
57590.0,57591.0,20.3,288.94,-8635763#1,0.0
57592.0,57593.0,1.8,1.89,-86384371#0,0.0
57598.0,57599.0,7.22,88.74,-865078176#0,0.0
57600.0,57601.0,3.11,38.28,-865078176#1,0.0
57604.0,57605.0,10.5,94.01,-8654435#1,0.0
57606.0,57607.0,11.06,95.83,-8654435#2,0.0
57688.0,57689.0,13.61,145.92,-86571257#0,0.0
57690.0,57691.0,0.02,0.2,-86571257#1,0.0
57692.0,57693.0,26.69,212.81,-86571257#11,0.0
57694.0,57695.0,11.07,114.81,-86571257#2,0.0
57696.0,57697.0,10.73,109.92,-86571257#6,0.0
57698.0,57699.0,8.55,100.6,-86571257#7,0.0
57700.0,57701.0,8.74,102.17,-86571257#8,0.0
57702.0,57703.0,8.35,87.53,-86571257#9,0.0
57778.0,57779.0,23.56,199.05,-87719965#0,0.0
57780.0,57781.0,22.86,191.38,-87719965#1,0.0
57782.0,57783.0,11.71,97.47,-87719965#2,0.0
57784.0,57785.0,2.33,16.95,-87719965#3,0.0
57786.0,57787.0,8.94,73.59,-87719965#4,0.0
57800.0,57801.0,9.25,80.21,-8786393#0,0.0
57802.0,57803.0,8.25,70.11,-8786393#1,0.0
57804.0,57805.0,6.96,60.44,-8786393#2,0.0
57806.0,57807.0,16.1,106.89,-8786393#3,0.0
57864.0,57865.0,2.61,6.42,-88998292#1,0.0
57866.0,57867.0,8.75,70.14,-88998292#2,0.0
57868.0,57869.0,32.01,236.89,-8910563#0,0.0
57870.0,57871.0,12.65,91.75,-8910563#1,0.0
57880.0,57881.0,8.32,66.11,-89582173#0,0.0
57882.0,57883.0,0.06,0.2,-89582173#1,0.0
58034.0,58035.0,30.38,272.77,-9161736#1,0.0
58084.0,58085.0,12.12,100.73,-92016886,0.0
58144.0,58145.0,22.67,246.87,-93704161#0,0.0
58146.0,58147.0,8.75,102.56,-93704161#1,0.0
58148.0,58149.0,18.77,218.06,-93704161#3,0.0
58150.0,58151.0,2.32,24.25,-93704161#4,0.0
58186.0,58187.0,16.2,23.73,-93861046#2,0.0
58190.0,58191.0,31.46,340.24,-94131360#0,0.0
58194.0,58195.0,12.38,151.77,-94133643#3,0.0
58196.0,58197.0,27.59,339.56,-94133659#0,0.0
58198.0,58199.0,0.61,6.67,-94133659#1,0.0
58202.0,58203.0,120.06,1516.56,-94517926#0,0.0
58204.0,58205.0,14.18,179.28,-94517926#1,0.0
58206.0,58207.0,8.72,110.67,-94517926#2,0.0
58208.0,58209.0,21.47,285.76,-94517926#3,0.0
58218.0,58219.0,15.24,89.81,-9473932#1,0.0
58234.0,58235.0,28.1,211.29,-9473933#4,0.0
58242.0,58243.0,5.74,54.26,-9474811#0,0.0
58312.0,58313.0,2.04,20.6,-95221543#0,0.0
58360.0,58361.0,19.14,210.73,-9536457,0.0
58362.0,58363.0,0.03,0.19,-9536457.227,0.0
58398.0,58399.0,22.12,148.23,-9578941,0.0
58408.0,58409.0,20.19,135.9,-9585273,0.0
58414.0,58415.0,11.9,48.75,-95926536#10,0.0
58416.0,58417.0,25.13,231.79,-95926536#2,0.0
58418.0,58419.0,17.59,174.11,-95926536#7,0.0
58420.0,58421.0,8.38,95.38,-95926536#8,0.0
58436.0,58437.0,11.72,86.06,-96234067#1,0.0
58452.0,58453.0,11.03,94.0,-9628394#1,0.0
58606.0,58607.0,50.98,478.84,-9709369,0.0
58618.0,58619.0,18.01,205.74,-97133107#1,0.0
58630.0,58631.0,25.15,165.23,-97276318,0.0
58670.0,58671.0,11.77,81.81,-9764964,0.0
58716.0,58717.0,2.39,30.21,-981973151,0.0
58718.0,58719.0,6.18,79.45,-981973152,0.0
58720.0,58721.0,5.71,48.55,-981973153,0.0
58728.0,58729.0,3.74,57.47,-98340714#0,0.0
58730.0,58731.0,7.5,113.42,-98340714#1,0.0
58732.0,58733.0,26.62,396.87,-98340714#2,0.0
58734.0,58735.0,3.8,56.43,-98340714#3,0.0
58736.0,58737.0,7.38,91.87,-9835413#0,0.0
58768.0,58769.0,23.85,183.61,-98399629#0,0.0
58812.0,58813.0,11.53,82.41,-9859556,0.0
58852.0,58853.0,17.59,93.22,-98860093,0.0
58864.0,58865.0,4.85,62.15,-98889119#0,0.0
58920.0,58921.0,8.62,111.24,-99003985#0,0.0
58922.0,58923.0,4.59,59.28,-99003985#1,0.0
58932.0,58933.0,17.87,157.26,-9922980,0.0
58958.0,58959.0,11.51,89.09,-9932079#0,0.0
58960.0,58961.0,9.75,75.52,-9932079#1,0.0
58962.0,58963.0,15.5,120.92,-9932079#2,0.0
58964.0,58965.0,13.31,149.55,-9932085#0,0.0
58976.0,58977.0,11.5,64.97,-9933012#2,0.0
58978.0,58979.0,19.67,397.64,-9933012#3,0.0
58980.0,58981.0,19.71,364.65,-9933012#4,0.0
59012.0,59013.0,2.0,22.44,-9933155#0,0.0
59018.0,59019.0,13.46,102.95,-9933933,0.0
59038.0,59039.0,13.2,175.58,-99729383#0,0.0
59040.0,59041.0,11.36,122.8,-99729383#3,0.0
59042.0,59043.0,8.13,111.97,-99729383#4,0.0
59044.0,59045.0,8.87,119.77,-99729383#7,0.0
59162.0,59163.0,7.16,75.42,100113767#1,0.0
59176.0,59177.0,28.82,203.16,10039819,0.0
59178.0,59179.0,19.56,257.77,100405009#1,0.0
59180.0,59181.0,9.06,80.42,100405260,0.0
59184.0,59185.0,8.14,100.32,100541440#2,0.0
59186.0,59187.0,10.86,146.35,100541440#3,0.0
59206.0,59207.0,17.96,107.09,10098778#1,0.0
59208.0,59209.0,7.8,75.43,10098780#1,0.0
59210.0,59211.0,2.65,34.08,10098783#1,0.0
59212.0,59213.0,23.32,121.69,10098785#10,0.0
59214.0,59215.0,11.76,85.85,10098785#3,0.0
59218.0,59219.0,14.84,122.3,10098785#9,0.0
59220.0,59221.0,13.66,110.95,10099393,0.0
59230.0,59231.0,8.36,71.46,101290089#4,0.0
59232.0,59233.0,7.08,63.35,101290091,0.0
59252.0,59253.0,8.05,108.74,1013117571,0.0
59262.0,59263.0,28.7,358.2,10149019,0.0
59270.0,59271.0,1.59,21.36,10195357,0.0
59286.0,59287.0,7.2,91.87,102486174#1,0.0
59288.0,59289.0,17.66,189.53,102486174#3,0.0
59302.0,59303.0,,3.7,102486209,0.0
59304.0,59305.0,5.24,68.71,102486222,0.0
59306.0,59307.0,21.13,150.18,102486225#2,0.0
59318.0,59319.0,32.5,92.34,102544401#2,0.0
59350.0,59351.0,6.81,79.67,102698235#1,0.0
59376.0,59377.0,13.87,171.49,102773668#1,0.0
59378.0,59379.0,12.2,176.25,102773708#1,0.0
59380.0,59381.0,0.24,1.59,102776399#1,0.0
59382.0,59383.0,4.56,30.91,102776399#2,0.0
59384.0,59385.0,3.03,30.02,102776399#4,0.0
59386.0,59387.0,6.18,75.36,102776399#5,0.0
59390.0,59391.0,17.77,215.84,102945288#0,0.0
59392.0,59393.0,20.02,258.21,102945288#3,0.0
59412.0,59413.0,17.92,132.2,103012044#0,0.0
59414.0,59415.0,13.15,96.13,103012044#1,0.0
59416.0,59417.0,39.22,261.05,103012045,0.0
59466.0,59467.0,15.79,114.12,103136607#0,0.0
59474.0,59475.0,31.89,253.77,103141581#2,0.0
59476.0,59477.0,5.82,48.79,103141583#0,0.0
59498.0,59499.0,19.67,154.25,103141587#3,0.0
59522.0,59523.0,24.44,300.37,103360642#2,0.0
59608.0,59609.0,17.97,129.13,103499522#0,0.0
59610.0,59611.0,23.73,170.72,103499522#1,0.0
59612.0,59613.0,39.47,288.36,103499522#2,0.0
59614.0,59615.0,18.08,129.66,103499523,0.0
59666.0,59667.0,3.03,28.78,103633375#1,0.0
59668.0,59669.0,2.7,29.5,103633379#1,0.0
59670.0,59671.0,10.11,128.69,103633379#2,0.0
59690.0,59691.0,3.75,40.11,10367550,0.0
59860.0,59861.0,25.97,235.42,103844062#3,0.0
59950.0,59951.0,1.87,23.48,1044507247,0.0
59954.0,59955.0,10.47,79.39,104590139#1,0.0
59956.0,59957.0,16.26,98.0,104652096#2,0.0
59964.0,59965.0,5.08,41.52,104819356,0.0
59966.0,59967.0,5.0,42.56,104819359#0,0.0
59968.0,59969.0,5.7,48.8,104819359#1,0.0
59998.0,59999.0,2.32,30.51,105518282#0,0.0
60010.0,60011.0,22.02,165.91,10559163#0,0.0
60012.0,60013.0,6.99,53.64,10559163#1,0.0
60014.0,60015.0,6.29,52.14,10559163#2,0.0
60016.0,60017.0,4.9,39.72,10559163#3,0.0
60018.0,60019.0,7.2,60.92,10559163#4,0.0
60020.0,60021.0,12.61,104.58,10559163#5,0.0
60022.0,60023.0,17.93,140.23,10559163#6,0.0
60024.0,60025.0,36.92,279.19,10559163#7,0.0
60036.0,60037.0,6.96,101.17,10575630#0,0.0
60062.0,60063.0,9.62,8.19,10597569#1,0.0
60064.0,60065.0,17.76,171.75,10597569#2,0.0
60066.0,60067.0,10.72,127.54,10598760#0,0.0
60122.0,60123.0,9.45,35.39,106277650#2,0.0
60124.0,60125.0,14.46,164.3,106277831#0,0.0
