,from_node,to_node,edge_tt
31863,14,15,4.092
31864,16,17,8.296
31865,98,99,7.818
31866,104,105,1.145
31867,106,107,0.584
31868,108,109,4.418
31869,110,111,9.293
31870,112,113,4.511
31871,164,165,4.622
31872,220,221,39.609
31873,332,333,9.684
31874,334,335,0.292
31875,336,337,0.163
31876,430,431,0.469
31877,432,433,12.446
31878,446,447,0.647
31879,448,449,0.601
31880,450,451,0.545
31881,452,453,0.926
31882,454,455,47.138
31883,456,457,9.97
31884,592,593,11.083
31885,624,625,29.264
31886,626,627,0.48
31887,628,629,6.618
31888,630,631,0.722
31889,632,633,0.236
31890,666,667,6.355
31891,738,739,7.188
31892,740,741,1.524
31893,742,743,3.091
31894,748,749,12.233
31895,750,751,3.868
31896,868,869,0.72
31897,870,871,5.619
31898,872,873,2.101
31899,874,875,0.853
31900,876,877,6.05
31901,880,881,3.195
31902,1048,1049,1.236
31903,1050,1051,1.246
31904,1052,1053,2.546
31905,1054,1055,5.423
31906,1056,1057,12.777
31907,1216,1217,3.466
31908,1218,1219,2.219
31909,1220,1221,2.144
31910,1222,1223,4.677
31911,1224,1225,3.105
31912,1238,1239,21.26
31913,1240,1241,81.346
31914,1428,1429,14.196
31915,1430,1431,9.208
31916,1432,1433,4.782
31917,1434,1435,4.121
31918,1436,1437,4.133
31919,1438,1439,3.538
31920,1440,1441,3.098
31921,1442,1443,0.265
31922,1444,1445,1.107
31923,1500,1501,11.137
31924,1502,1503,2.69
31925,1598,1599,0.274
31926,1600,1601,4.649
31927,1602,1603,7.927
31928,1604,1605,0.595
31929,1606,1607,7.53
31930,1608,1609,6.63
31931,1610,1611,5.345
31932,1616,1617,6.247
31933,1620,1621,1.793
31934,1690,1691,0.667
31935,2068,2069,7.15
31936,2070,2071,7.18
31937,2072,2073,5.588
31938,2074,2075,5.425
31939,2076,2077,3.141
31940,2086,2087,2.53
31941,2088,2089,2.638
31942,2090,2091,3.83
31943,2092,2093,3.267
31944,2392,2393,6.853
31945,2394,2395,2.301
31946,2396,2397,14.049
31947,2556,2557,0.428
31948,2558,2559,2.345
31949,2560,2561,5.734
31950,2626,2627,7.4
31951,2628,2629,12.687
31952,2664,2665,2.969
31953,2666,2667,7.349
31954,2668,2669,0.948
31955,2670,2671,0.778
31956,2826,2827,4.881
31957,2828,2829,18.786
31958,2830,2831,5.246
31959,2844,2845,10.217
31960,2846,2847,0.292
31961,2848,2849,18.453
31962,2850,2851,6.11
31963,2852,2853,7.836
31964,2854,2855,6.69
31965,2856,2857,1.404
31966,2858,2859,5.043
31967,2912,2913,7.96
31968,2914,2915,0.904
31969,2916,2917,1.062
31970,2922,2923,0.038
31971,2934,2935,3.122
31972,2958,2959,9.649
31973,2960,2961,7.735
31974,2962,2963,1.596
31975,3354,3355,1.088
31976,3368,3369,24.18
31977,3484,3485,4.982
31978,3486,3487,1.217
31979,3918,3919,4.907
31980,3920,3921,0.017
31981,3922,3923,0.016
31982,3924,3925,3.171
31983,4104,4105,3.792
31984,4116,4117,0.592
31985,4118,4119,4.66
31986,4120,4121,0.069
31987,4122,4123,1.545
31988,4124,4125,4.958
31989,4126,4127,4.02
31990,4128,4129,21.048
31991,4140,4141,13.885
31992,4158,4159,4.093
31993,4160,4161,5.837
31994,4162,4163,1.787
31995,4164,4165,2.025
31996,4166,4167,1.663
31997,4168,4169,3.357
31998,4170,4171,8.879
31999,4172,4173,12.124
32000,4174,4175,9.806
32001,4218,4219,1.913
32002,4220,4221,2.28
32003,4246,4247,4.006
32004,4248,4249,10.848
32005,4490,4491,9.031
32006,4492,4493,3.13
32007,4498,4499,10.477
32008,4884,4885,2.756
32009,4922,4923,2.185
32010,4924,4925,4.199
32011,4926,4927,5.741
32012,4928,4929,3.336
32013,4976,4977,7.039
32014,4978,4979,17.814
32015,4980,4981,0.373
32016,4982,4983,9.702
32017,4984,4985,0.68
32018,4986,4987,9.584
32019,4988,4989,1.782
32020,4990,4991,2.202
32021,4992,4993,4.005
32022,4994,4995,2.814
32023,4996,4997,0.323
32024,4998,4999,12.334
32025,5000,5001,2.643
32026,5006,5007,15.879
32027,5008,5009,2.756
32028,5010,5011,5.567
32029,5012,5013,0.26
32030,5014,5015,4.934
32031,5032,5033,2.307
32032,5034,5035,3.619
32033,5036,5037,3.679
32034,5038,5039,6.554
32035,5040,5041,2.664
32036,5042,5043,2.561
32037,5044,5045,13.322
32038,5046,5047,3.04
32039,5048,5049,6.841
32040,5050,5051,2.706
32041,5052,5053,0.841
32042,5054,5055,2.293
32043,5060,5061,6.815
32044,5062,5063,1.786
32045,5064,5065,0.823
32046,5066,5067,10.812
32047,5068,5069,7.51
32048,5070,5071,12.893
32049,5072,5073,6.255
32050,5074,5075,9.125
32051,5076,5077,4.753
32052,5078,5079,7.044
32053,5102,5103,2.49
32054,5104,5105,4.269
32055,5106,5107,5.562
32056,5148,5149,1.251
32057,5150,5151,1.502
32058,5152,5153,1.235
32059,5154,5155,3.992
32060,5156,5157,3.286
