"simulation_index","MOD_demand_subset","fleet_size","network_name","rq_file","demand_name","vehtype","objective_function","evaluation_int_start","evaluation_int_end","random_seed","start_time","end_time","op_module","op_init_veh_distribution","network_type","sim_env","sumo_t_update","sumo_fcd_vehicles","rerouting_sc","hybrid_router","p_ref","reliable_tt_det","f_det","reliable_tt_prob","k_quantile","sim_declined_rq","rtt_corr_add","op_max_wait_time","routing_behavior_scenario","op_const_boarding_time","routing_behavior_scenario2","Simulated?"
"78","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","1","1.45","0","","ignore","0","300","","30","","1"
"79","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","1","1.5","0","","ignore","0","300","","30","","1"
"80","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","1","0.5","ignore","0","300","","30","","1"
"81","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","1","0.55","ignore","0","300","","30","","1"
"82","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","1","0.6","ignore","0","300","","30","","1"
"83","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","1","0.65","ignore","0","300","","30","","1"
"84","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","1","0.7","ignore","0","300","","30","","1"
"85","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","1","0.75","ignore","0","300","","30","","1"
"86","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","1","0.8","ignore","0","300","","30","","1"
"87","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","1","0.85","ignore","0","300","","30","","1"
"88","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","1","0.9","ignore","0","300","","30","","1"
"89","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","1","0.95","ignore","0","300","","30","","1"
"90","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","1","0.80","0","","ignore","0","300","","30","","1"
"91","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","1","0.82","0","","ignore","0","300","","30","","1"
"92","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","1","0.84","0","","ignore","0","300","","30","","1"
"93","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","1","0.86","0","","ignore","0","300","","30","","1"
"94","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","1","0.88","0","","ignore","0","300","","30","","1"
"95","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","1","0.90","0","","ignore","0","300","","30","","1"
"96","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","1","0.92","0","","ignore","0","300","","30","","1"
"97","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","1","0.94","0","","ignore","0","300","","30","","1"
"98","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","1","0.96","0","","ignore","0","300","","30","","1"
"99","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","1","0.98","0","","ignore","0","300","","30","","1"
"100","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","1","1.00","0","","ignore","0","300","","30","","1"
"101","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","1","1.02","0","","ignore","0","300","","30","","1"
"102","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","1","1.04","0","","ignore","0","300","","30","","1"
"103","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","1","1.06","0","","ignore","0","300","","30","","1"
"104","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","1","1.08","0","","ignore","0","300","","30","","1"
"105","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","1","1.10","0","","ignore","0","300","","30","","1"
"106","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","1","1.12","0","","ignore","0","300","","30","","1"
"107","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","1","1.14","0","","ignore","0","300","","30","","1"
"108","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","1","1.16","0","","ignore","0","300","","30","","1"
"109","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","1","1.18","0","","ignore","0","300","","30","","1"
"110","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","1","1.2","0","","ignore","0","300","","30","","1"
"111","0.05","100","sumo_example","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400","","","0","","1","0.80","0","","ignore","0","300","","30","","1"
"112","0.05","100","sumo_example","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400","","","0","","1","0.82","0","","ignore","0","300","","30","","1"
"113","0.05","100","sumo_example","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400","","","0","","1","0.84","0","","ignore","0","300","","30","","1"
"114","0.05","100","sumo_example","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400","","","0","","1","0.86","0","","ignore","0","300","","30","","1"
"115","0.05","100","sumo_example","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400","","","0","","1","0.88","0","","ignore","0","300","","30","","1"
"116","0.05","100","sumo_example","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400","","","0","","1","0.90","0","","ignore","0","300","","30","","1"
"117","0.05","100","sumo_example","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400","","","0","","1","0.92","0","","ignore","0","300","","30","","1"
"118","0.05","100","sumo_example","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400","","","0","","1","0.94","0","","ignore","0","300","","30","","1"
"119","0.05","100","sumo_example","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400","","","0","","1","0.96","0","","ignore","0","300","","30","","1"
"120","0.05","100","sumo_example","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400","","","0","","1","0.98","0","","ignore","0","300","","30","","1"
"121","0.05","100","sumo_example","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","1","1","0","","ignore","0","300","","30","","1"
"122","0.05","100","sumo_example","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","1","1.02","0","","ignore","0","300","","30","","1"
"123","0.05","100","sumo_example","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","1","1.04","0","","ignore","0","300","","30","","1"
"124","0.05","100","sumo_example","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","1","1.06","0","","ignore","0","300","","30","","1"
"125","0.05","100","sumo_example","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","1","1.08","0","","ignore","0","300","","30","","1"
"126","0.05","100","sumo_example","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","1","1.10","0","","ignore","0","300","","30","","1"
"127","0.05","100","sumo_example","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","1","1.12","0","","ignore","0","300","","30","","1"
"128","0.05","100","sumo_example","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","1","1.14","0","","ignore","0","300","","30","","1"
"129","0.05","100","sumo_example","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","1","1.16","0","","ignore","0","300","","30","","1"
"130","0.05","100","sumo_example","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","1","1.18","0","","ignore","0","300","","30","","1"
"131","0.05","100","sumo_example","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","1","1.2","0","","ignore","0","300","","30","","1"
"132","0.05","100","sumo_example","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_1.0",,"0","","0","","0","","ignore","0","300","","30","","1"
"133","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","1","0.2","ignore","0","300","","30","","1"
"134","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","1","0.25","ignore","0","300","","30","","1"
"135","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","1","0.3","ignore","0","300","","30","","1"
"136","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","1","0.35","ignore","0","300","","30","","1"
"137","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","1","0.4","ignore","0","300","","30","","1"
"138","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","1","0.45","ignore","0","300","","30","","1"
"139","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","1","0.5","ignore","0","300","","30","","1"
"140","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","1","0.55","ignore","0","300","","30","","1"
"141","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","1","0.6","ignore","0","300","","30","","1"
"142","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","1","0.65","ignore","0","300","","30","","1"
"143","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","1","0.7","ignore","0","300","","30","","1"
"144","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","1","0.75","ignore","0","300","","30","","1"
"145","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","1","0.8","ignore","0","300","","30","","1"
"146","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","1","0.85","ignore","0","300","","30","","1"
"147","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","1","0.9","ignore","0","300","","30","","1"
"148","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_00_0.05.csv","sumo_example_s_00_0.05","FP_hailing_vehtype","total_system_time","1800","5400","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","1","0.95","ignore","0","300","","30","","1"
"1000","0.05","0","sumo_example","sumo_example.csv","sumo_example","default_vehtype","total_system_time","0","7200","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1001","0.05","80","sumo_example","sumo_example.csv","sumo_example","default_vehtype","total_system_time","1","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1002","0.05","80","sumo_example_mean_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","1","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1003","0.05","80","sumo_example_p_50_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","1","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1004","0.05","80","sumo_example_p_60_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","1","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1005","0.05","80","sumo_example_p_70_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","1","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1006","0.05","80","sumo_example_p_80_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","1","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1007","0.05","80","sumo_example_p_90_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","1","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1008","0.05","80","sumo_example_p_95_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","1","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1009","0.05","80","sumo_example_p_97_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","1","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1010","0.05","80","sumo_example_p_99_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","1","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1011","0.05","80","sumo_example_cf_1.1_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","1","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1012","0.05","80","sumo_example_cf_1.2_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","1","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1013","0.05","80","sumo_example_cf_1.3_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","1","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1014","0.05","80","sumo_example_cf_1.4_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","1","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
