"simulation_index","MOD_demand_subset","fleet_size","network_name","rq_file","demand_name","vehtype","objective_function","evaluation_int_start","evaluation_int_end","random_seed","start_time","end_time","op_module","op_init_veh_distribution","network_type","sim_env","sumo_t_update","sumo_fcd_vehicles","rerouting_sc","hybrid_router","p_ref","reliable_tt_det","f_det","reliable_tt_prob","k_quantile","sim_declined_rq","rtt_corr_add","op_max_wait_time","routing_behavior_scenario","op_const_boarding_time","routing_behavior_scenario2","Simulated?"
"2033","0.05","100","sumo_example_p_99_s_0-4","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_hailing_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2034","0.05","100","sumo_example_cf_1.1_s_0-4","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_hailing_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2035","0.05","100","sumo_example_cf_1.2_s_0-4","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_hailing_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2036","0.05","100","sumo_example_cf_1.3_s_0-4","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_hailing_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2037","0.05","100","sumo_example_cf_1.4_s_0-4","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_hailing_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2038","0.05","100","sumo_example_cf_1.8_s_0-4","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_hailing_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2039","0.05","100","sumo_example_cf_2.0_s_0-4","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_hailing_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2040","0.05","100","sumo_example_static_cf_1.1","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_hailing_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2041","0.05","100","sumo_example_static_cf_1.2","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_hailing_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2042","0.05","100","sumo_example_static_cf_1.3","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_hailing_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2043","0.05","100","sumo_example_static_cf_1.4","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_hailing_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2044","0.05","100","sumo_example_static_cf_1.5","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_hailing_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2045","0.05","100","sumo_example_static_cf_1.8","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_hailing_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2046","0.05","100","sumo_example_static_cf_2.0","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_hailing_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2047","0.05","100","sumo_example","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_pooling_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2048","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_pooling_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2049","0.05","100","sumo_example_p_50_s_0-4","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_pooling_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2050","0.05","100","sumo_example_p_60_s_0-4","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_pooling_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2051","0.05","100","sumo_example_p_70_s_0-4","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_pooling_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2052","0.05","100","sumo_example_p_80_s_0-4","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_pooling_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2053","0.05","100","sumo_example_p_90_s_0-4","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_pooling_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2054","0.05","100","sumo_example_p_95_s_0-4","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_pooling_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2055","0.05","100","sumo_example_p_97_s_0-4","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_pooling_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2056","0.05","100","sumo_example_p_99_s_0-4","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_pooling_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2057","0.05","100","sumo_example_cf_1.1_s_0-4","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_pooling_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2058","0.05","100","sumo_example_cf_1.2_s_0-4","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_pooling_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2059","0.05","100","sumo_example_cf_1.3_s_0-4","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_pooling_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2060","0.05","100","sumo_example_cf_1.4_s_0-4","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_pooling_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2061","0.05","100","sumo_example_cf_1.8_s_0-4","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_pooling_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2062","0.05","100","sumo_example_cf_2.0_s_0-4","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_pooling_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2063","0.05","100","sumo_example_static_cf_1.1","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_pooling_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2064","0.05","100","sumo_example_static_cf_1.2","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_pooling_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2065","0.05","100","sumo_example_static_cf_1.3","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_pooling_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2066","0.05","100","sumo_example_static_cf_1.4","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_pooling_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2067","0.05","100","sumo_example_static_cf_1.5","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_pooling_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2068","0.05","100","sumo_example_static_cf_1.8","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_pooling_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2069","0.05","100","sumo_example_static_cf_2.0","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_pooling_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3000","0.05","0","sumo_example","sumo_example.csv","sumo_example","default_vehtype","total_system_time","0","7200","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3001","0.05","80","sumo_example","sumo_example.csv","sumo_example","default_vehtype","total_system_time","3","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3002","0.05","80","sumo_example_mean_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","3","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3003","0.05","80","sumo_example_p_50_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","3","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3004","0.05","80","sumo_example_p_60_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","3","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3005","0.05","80","sumo_example_p_70_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","3","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3006","0.05","80","sumo_example_p_80_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","3","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3007","0.05","80","sumo_example_p_90_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","3","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3008","0.05","80","sumo_example_p_95_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","3","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3009","0.05","80","sumo_example_p_97_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","3","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3010","0.05","80","sumo_example_p_99_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","3","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3011","0.05","80","sumo_example_cf_1.1_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","3","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3012","0.05","80","sumo_example_cf_1.2_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","3","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3013","0.05","80","sumo_example_cf_1.3_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","3","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3014","0.05","80","sumo_example_cf_1.4_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","3","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3015","0.05","80","sumo_example_cf_1.8_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","3","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3016","0.05","80","sumo_example_cf_2.0_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","3","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3017","0.05","80","sumo_example_static_cf_1.1","sumo_example.csv","sumo_example","default_vehtype","total_system_time","3","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3018","0.05","80","sumo_example_static_cf_1.2","sumo_example.csv","sumo_example","default_vehtype","total_system_time","3","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3019","0.05","80","sumo_example_static_cf_1.3","sumo_example.csv","sumo_example","default_vehtype","total_system_time","3","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3020","0.05","80","sumo_example_static_cf_1.4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","3","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3021","0.05","80","sumo_example_static_cf_1.5","sumo_example.csv","sumo_example","default_vehtype","total_system_time","3","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3022","0.05","80","sumo_example_static_cf_1.8","sumo_example.csv","sumo_example","default_vehtype","total_system_time","3","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3023","0.05","80","sumo_example_static_cf_2.0","sumo_example.csv","sumo_example","default_vehtype","total_system_time","3","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3024","0.05","100","sumo_example","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_hailing_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3025","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_hailing_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3026","0.05","100","sumo_example_p_50_s_0-4","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_hailing_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3027","0.05","100","sumo_example_p_60_s_0-4","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_hailing_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3028","0.05","100","sumo_example_p_70_s_0-4","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_hailing_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3029","0.05","100","sumo_example_p_80_s_0-4","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_hailing_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3030","0.05","100","sumo_example_p_90_s_0-4","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_hailing_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3031","0.05","100","sumo_example_p_95_s_0-4","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_hailing_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3032","0.05","100","sumo_example_p_97_s_0-4","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_hailing_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3033","0.05","100","sumo_example_p_99_s_0-4","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_hailing_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3034","0.05","100","sumo_example_cf_1.1_s_0-4","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_hailing_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3035","0.05","100","sumo_example_cf_1.2_s_0-4","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_hailing_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3036","0.05","100","sumo_example_cf_1.3_s_0-4","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_hailing_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3037","0.05","100","sumo_example_cf_1.4_s_0-4","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_hailing_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3038","0.05","100","sumo_example_cf_1.8_s_0-4","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_hailing_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3039","0.05","100","sumo_example_cf_2.0_s_0-4","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_hailing_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3040","0.05","100","sumo_example_static_cf_1.1","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_hailing_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3041","0.05","100","sumo_example_static_cf_1.2","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_hailing_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3042","0.05","100","sumo_example_static_cf_1.3","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_hailing_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3043","0.05","100","sumo_example_static_cf_1.4","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_hailing_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3044","0.05","100","sumo_example_static_cf_1.5","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_hailing_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3045","0.05","100","sumo_example_static_cf_1.8","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_hailing_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3046","0.05","100","sumo_example_static_cf_2.0","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_hailing_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3047","0.05","100","sumo_example","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_pooling_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3048","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_pooling_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3049","0.05","100","sumo_example_p_50_s_0-4","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_pooling_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
