from_node,to_node,edge_tt,distance,edge_var
12.0,13.0,11.78,100.22,0.0
14.0,15.0,10.49,146.36,0.0
32.0,33.0,16.3,85.85,0.0
34.0,35.0,13.26,92.28,0.0
46.0,47.0,10.0,71.46,0.0
70.0,71.0,8.2,108.81,0.0
94.0,95.0,9.66,91.9,0.0
98.0,99.0,9.68,82.13,0.0
106.0,107.0,0.52,3.85,0.0
108.0,109.0,12.44,92.8,0.0
110.0,111.0,25.37,189.0,0.0
134.0,135.0,16.01,98.92,0.0
164.0,165.0,30.3,231.83,0.0
198.0,199.0,4.88,34.07,0.0
228.0,229.0,16.2,105.1,0.0
230.0,231.0,7.08,43.03,0.0
276.0,277.0,30.28,264.42,0.0
280.0,281.0,11.93,84.77,0.0
284.0,285.0,19.07,142.03,0.0
314.0,315.0,39.65,304.68,0.0
316.0,317.0,10.07,75.29,0.0
318.0,319.0,12.39,94.0,0.0
342.0,343.0,13.24,113.59,0.0
592.0,593.0,17.02,120.71,0.0
650.0,651.0,15.81,98.0,0.0
668.0,669.0,1.05,8.14,0.0
692.0,693.0,7.55,52.41,0.0
694.0,695.0,7.61,52.57,0.0
696.0,697.0,5.72,40.16,0.0
698.0,699.0,7.66,61.2,0.0
700.0,701.0,13.45,104.67,0.0
702.0,703.0,17.7,139.36,0.0
732.0,733.0,1.98,8.09,0.0
734.0,735.0,11.86,127.56,0.0
792.0,793.0,9.75,35.39,0.0
794.0,795.0,13.9,164.22,0.0
816.0,817.0,1.27,6.9,0.0
848.0,849.0,9.04,44.76,0.0
936.0,937.0,8.76,67.72,0.0
938.0,939.0,8.96,68.48,0.0
960.0,961.0,40.3,337.33,0.0
980.0,981.0,6.06,48.8,0.0
982.0,983.0,16.21,134.88,0.0
984.0,985.0,42.84,360.42,0.0
986.0,987.0,6.18,50.77,0.0
1006.0,1007.0,35.62,306.01,0.0
1026.0,1027.0,26.73,104.76,0.0
1028.0,1029.0,7.01,79.47,0.0
1030.0,1031.0,11.37,118.4,0.0
1042.0,1043.0,26.62,241.04,0.0
1076.0,1077.0,18.79,132.84,0.0
1092.0,1093.0,10.42,91.11,0.0
1098.0,1099.0,28.58,373.54,0.0
1102.0,1103.0,5.72,72.89,0.0
1122.0,1123.0,20.98,290.7,0.0
1124.0,1125.0,6.66,69.14,0.0
1126.0,1127.0,24.72,250.86,0.0
1128.0,1129.0,1.69,2.63,0.0
1130.0,1131.0,6.78,82.33,0.0
1132.0,1133.0,6.18,81.52,0.0
1140.0,1141.0,2.43,33.75,0.0
1224.0,1225.0,24.51,179.05,0.0
1236.0,1237.0,2.34,25.06,0.0
1346.0,1347.0,26.92,282.93,0.0
1590.0,1591.0,12.06,151.37,0.0
1706.0,1707.0,5.21,29.46,0.0
1708.0,1709.0,38.67,239.77,0.0
1710.0,1711.0,17.51,108.07,0.0
1712.0,1713.0,6.28,35.19,0.0
1720.0,1721.0,12.68,120.71,0.0
1740.0,1741.0,6.71,101.75,0.0
1742.0,1743.0,7.99,108.63,0.0
1744.0,1745.0,14.52,206.35,0.0
1746.0,1747.0,8.33,117.7,0.0
1758.0,1759.0,40.87,318.02,0.0
1760.0,1761.0,21.98,168.35,0.0
1778.0,1779.0,7.3,60.28,0.0
1834.0,1835.0,13.1,154.92,0.0
1862.0,1863.0,19.22,211.46,0.0
1864.0,1865.0,22.05,251.72,0.0
1866.0,1867.0,23.76,271.48,0.0
1868.0,1869.0,1.89,21.53,0.0
1976.0,1977.0,30.82,258.27,0.0
2018.0,2019.0,12.84,116.07,0.0
2020.0,2021.0,11.78,101.3,0.0
2028.0,2029.0,8.89,72.27,0.0
2030.0,2031.0,15.7,89.27,0.0
2032.0,2033.0,11.13,87.92,0.0
2044.0,2045.0,24.04,152.53,0.0
2086.0,2087.0,6.55,81.49,0.0
2088.0,2089.0,6.23,76.43,0.0
2090.0,2091.0,6.11,71.55,0.0
2096.0,2097.0,20.28,160.48,0.0
2138.0,2139.0,41.99,538.89,0.0
2144.0,2145.0,10.04,76.52,0.0
2146.0,2147.0,13.31,97.63,0.0
2148.0,2149.0,12.05,75.21,0.0
2150.0,2151.0,16.06,83.76,0.0
2164.0,2165.0,1.23,9.85,0.0
2166.0,2167.0,19.49,144.7,0.0
2182.0,2183.0,18.24,250.1,0.0
2186.0,2187.0,1.62,23.48,0.0
2188.0,2189.0,5.36,72.67,0.0
2196.0,2197.0,61.36,426.67,0.0
2198.0,2199.0,34.41,239.3,0.0
2218.0,2219.0,14.81,113.96,0.0
2220.0,2221.0,5.03,38.05,0.0
2228.0,2229.0,4.33,30.38,0.0
2268.0,2269.0,8.46,51.38,0.0
2270.0,2271.0,27.14,170.41,0.0
2272.0,2273.0,8.24,115.13,0.0
2304.0,2305.0,5.68,54.85,0.0
2314.0,2315.0,10.62,58.17,0.0
2378.0,2379.0,34.89,297.71,0.0
2418.0,2419.0,13.43,160.74,0.0
2420.0,2421.0,14.27,171.41,0.0
2442.0,2443.0,1.03,11.41,0.0
2446.0,2447.0,8.6,16.1,0.0
2448.0,2449.0,5.93,35.07,0.0
2454.0,2455.0,39.53,318.91,0.0
2462.0,2463.0,0.44,5.61,0.0
2464.0,2465.0,1.65,16.23,0.0
2466.0,2467.0,17.54,248.42,0.0
2468.0,2469.0,6.62,83.48,0.0
2474.0,2475.0,17.81,153.9,0.0
2482.0,2483.0,23.89,177.18,0.0
2484.0,2485.0,35.47,257.88,0.0
2520.0,2521.0,37.07,250.81,0.0
2536.0,2537.0,16.92,144.33,0.0
2538.0,2539.0,16.74,96.52,0.0
2542.0,2543.0,5.15,63.38,0.0
