from_node,to_node,edge_tt,distance,source_edge_id,edge_var
39532.0,39533.0,12.38,165.0,-4575724#6,0.0
39534.0,39535.0,3.23,41.65,-4575724#7,0.0
39540.0,39541.0,43.61,501.8,-457634985,0.0
39542.0,39543.0,15.62,196.79,-45769043#0,0.0
39544.0,39545.0,2.21,26.79,-45769043#1,0.0
39546.0,39547.0,9.07,112.55,-45769043#2,0.0
39572.0,39573.0,7.32,58.24,-4579682#6,0.0
39574.0,39575.0,6.92,28.87,-4579685#2,0.0
39576.0,39577.0,8.14,72.97,-4579685#3,0.0
39584.0,39585.0,21.91,167.74,-4579689,0.0
39598.0,39599.0,16.55,129.76,-4579698#0,0.0
39604.0,39605.0,29.28,211.73,-4579702#0,0.0
39612.0,39613.0,16.16,211.25,-4579715#0,0.0
39614.0,39615.0,2.6,34.81,-4579715#1,0.0
39616.0,39617.0,9.47,124.71,-4579715#2,0.0
39618.0,39619.0,5.16,59.5,-4579715#3,0.0
39620.0,39621.0,13.66,114.1,-4579715#6,0.0
39622.0,39623.0,6.57,82.47,-4579715#7,0.0
39624.0,39625.0,4.37,55.03,-4579715#8,0.0
39626.0,39627.0,3.67,4.09,-4579720#0,0.0
39628.0,39629.0,4.23,15.0,-457983560,0.0
39630.0,39631.0,10.58,136.53,-4579877#0,0.0
39632.0,39633.0,16.33,139.3,-4579956#0,0.0
39634.0,39635.0,7.77,67.14,-4579956#1,0.0
39636.0,39637.0,18.39,161.09,-4579956#2,0.0
39638.0,39639.0,35.71,258.18,-4581765,0.0
39640.0,39641.0,12.56,118.3,-4581771#13,0.0
39642.0,39643.0,9.34,54.61,-4581771#2,0.0
39644.0,39645.0,13.75,168.62,-4581771#3,0.0
39646.0,39647.0,26.37,292.21,-4581771#8,0.0
39648.0,39649.0,13.8,100.36,-4581772#1,0.0
39650.0,39651.0,12.35,159.43,-4581772#2,0.0
39652.0,39653.0,17.04,120.42,-4581773#0,0.0
39656.0,39657.0,41.18,358.81,-4581775,0.0
39660.0,39661.0,20.0,137.45,-4581776#1,0.0
39662.0,39663.0,20.34,170.36,-4581776#3,0.0
39664.0,39665.0,25.06,183.12,-4581776#5,0.0
39666.0,39667.0,22.83,157.09,-4581778#2,0.0
39668.0,39669.0,18.92,147.26,-4581778#3,0.0
39670.0,39671.0,0.94,5.32,-4581779#0,0.0
39672.0,39673.0,33.87,231.29,-4581779#1,0.0
39674.0,39675.0,28.43,234.85,-4581779#2,0.0
39680.0,39681.0,44.02,311.44,-4581779#5,0.0
39682.0,39683.0,29.75,252.08,-4581779#6,0.0
39686.0,39687.0,45.16,359.84,-4581781#0,0.0
39688.0,39689.0,17.81,121.27,-4581781#1,0.0
39690.0,39691.0,14.32,114.54,-4581781#2,0.0
39692.0,39693.0,26.77,152.3,-4581781#7,0.0
39694.0,39695.0,33.17,271.97,-4581781#8,0.0
39734.0,39735.0,17.05,216.48,-4581851#0,0.0
39736.0,39737.0,7.17,91.52,-4581851#1,0.0
39738.0,39739.0,9.83,142.87,-4581851#2,0.0
39740.0,39741.0,7.31,105.71,-4581851#3,0.0
39742.0,39743.0,12.42,181.03,-4581851#4,0.0
39744.0,39745.0,4.9,71.67,-4581851#5,0.0
39746.0,39747.0,21.08,57.95,-4581880#2,0.0
39748.0,39749.0,11.03,80.03,-4581880#3,0.0
39750.0,39751.0,10.15,71.7,-4581880#4,0.0
39752.0,39753.0,6.67,48.78,-4581880#5,0.0
39756.0,39757.0,32.6,444.81,-4581884,0.0
39770.0,39771.0,7.0,98.46,-4581895,0.0
39772.0,39773.0,20.67,164.07,-4581909#0,0.0
39780.0,39781.0,7.79,59.18,-4581909#4,0.0
39784.0,39785.0,9.72,90.02,-4581933#0,0.0
39792.0,39793.0,18.08,112.77,-4581965#0,0.0
39794.0,39795.0,12.87,90.66,-4581965#1,0.0
39802.0,39803.0,12.53,86.56,-4581965#5,0.0
39808.0,39809.0,23.64,155.95,-4581966#0,0.0
39820.0,39821.0,1.71,11.44,-4581967#0,0.0
39822.0,39823.0,15.6,135.19,-4581967#1,0.0
39826.0,39827.0,22.89,152.72,-4581968#0,0.0
39828.0,39829.0,21.06,140.16,-4581968#1,0.0
39834.0,39835.0,33.58,254.65,-4582013#1,0.0
39836.0,39837.0,16.74,124.18,-4582013#2,0.0
39838.0,39839.0,21.61,153.18,-4582014#0,0.0
39840.0,39841.0,10.33,71.66,-4582014#1,0.0
39842.0,39843.0,21.57,153.36,-4582015,0.0
39846.0,39847.0,2.99,40.08,-4582017,0.0
39856.0,39857.0,7.97,63.12,-4582019#1,0.0
39858.0,39859.0,17.97,143.52,-4582019#2,0.0
39860.0,39861.0,22.66,178.62,-4582020#0,0.0
39862.0,39863.0,10.34,78.34,-4582020#1,0.0
39864.0,39865.0,12.18,95.91,-4582020#2,0.0
39866.0,39867.0,36.64,141.94,-4582021#0,0.0
39868.0,39869.0,17.11,149.35,-4582021#1,0.0
39900.0,39901.0,3.67,48.63,-458275376#0,0.0
39902.0,39903.0,3.64,49.45,-458275376#1,0.0
39904.0,39905.0,8.44,113.26,-458275376#10,0.0
39906.0,39907.0,1.8,24.3,-458275376#2,0.0
39908.0,39909.0,3.46,47.05,-458275376#3,0.0
39910.0,39911.0,3.68,50.02,-458275376#4,0.0
39912.0,39913.0,3.58,48.35,-458275376#5,0.0
39914.0,39915.0,3.56,48.29,-458275376#6,0.0
39916.0,39917.0,3.64,49.17,-458275376#7,0.0
39918.0,39919.0,3.54,48.1,-458275376#8,0.0
39920.0,39921.0,5.26,71.61,-458275376#9,0.0
39926.0,39927.0,10.07,86.54,-4583121,0.0
39928.0,39929.0,11.88,96.7,-4583128#1,0.0
39936.0,39937.0,11.1,100.29,-4583363,0.0
39938.0,39939.0,15.39,105.88,-4583366#0,0.0
39940.0,39941.0,15.47,102.36,-4583366#1,0.0
39942.0,39943.0,11.69,88.57,-4583366#2,0.0
39944.0,39945.0,10.42,76.93,-4583366#3,0.0
39946.0,39947.0,18.48,132.85,-4583371#0,0.0
39952.0,39953.0,11.43,81.98,-4583371#3,0.0
39964.0,39965.0,39.82,326.26,-4583383#0,0.0
39966.0,39967.0,5.9,43.97,-4583383#1,0.0
39974.0,39975.0,8.87,64.34,-4583385#3,0.0
39986.0,39987.0,51.36,369.69,-4585051,0.0
39988.0,39989.0,22.49,161.24,-4585081#0,0.0
39990.0,39991.0,14.94,111.35,-4585081#1,0.0
39994.0,39995.0,16.17,116.88,-4585081#3,0.0
40006.0,40007.0,13.98,102.62,-4585085,0.0
40018.0,40019.0,21.94,151.87,-4585092#1,0.0
40022.0,40023.0,5.28,41.33,-4585093,0.0
40026.0,40027.0,10.56,70.25,-4585094#1,0.0
40028.0,40029.0,20.72,158.3,-4586175,0.0
40030.0,40031.0,19.08,131.98,-4586176,0.0
40038.0,40039.0,18.44,148.88,-4586180,0.0
40044.0,40045.0,81.18,579.76,-4586185,0.0
40046.0,40047.0,12.84,93.03,-4586192,0.0
40052.0,40053.0,26.9,330.64,-4586332#0,0.0
40054.0,40055.0,54.04,750.84,-4586336,0.0
40056.0,40057.0,10.04,78.07,-45869051#0,0.0
40058.0,40059.0,10.98,93.83,-45869051#1,0.0
40060.0,40061.0,4.1,47.17,-45869061#1,0.0
40066.0,40067.0,37.27,176.86,-4588059#0,0.0
40076.0,40077.0,21.93,149.13,-4588068,0.0
40078.0,40079.0,13.05,82.53,-4588071,0.0
40086.0,40087.0,18.36,142.83,-4588078,0.0
40090.0,40091.0,1.54,19.02,-4588211,0.0
40094.0,40095.0,34.79,268.83,-4588215,0.0
40096.0,40097.0,21.7,180.29,-4588217#0,0.0
40098.0,40099.0,21.77,192.51,-4588219,0.0
40100.0,40101.0,15.77,113.65,-4588219.202,0.0
40102.0,40103.0,6.55,76.35,-4588224#0,0.0
40108.0,40109.0,14.15,87.94,-4588777,0.0
40112.0,40113.0,3.13,21.54,-4588799#0,0.0
40134.0,40135.0,12.83,87.25,-4588870#3,0.0
40140.0,40141.0,22.05,306.47,-4589063#0,0.0
40142.0,40143.0,48.31,552.76,-4589065#2,0.0
40144.0,40145.0,18.01,246.2,-4589067#2,0.0
40146.0,40147.0,23.36,310.29,-458915613,0.0
40150.0,40151.0,14.93,189.52,-458915637#0,0.0
40152.0,40153.0,3.5,30.6,-458915637#2,0.0
40164.0,40165.0,3.59,32.79,-459208041#0,0.0
40166.0,40167.0,6.05,17.0,-459208041#1,0.0
40168.0,40169.0,26.34,159.19,-4592177,0.0
40172.0,40173.0,33.95,68.82,-4592335,0.0
40174.0,40175.0,10.8,77.66,-4592448#0,0.0
40176.0,40177.0,0.03,0.2,-4592448#1,0.0
40178.0,40179.0,1.63,11.81,-4592448#2,0.0
40180.0,40181.0,20.4,217.87,-4592573#0,0.0
40188.0,40189.0,38.67,527.14,-45931663,0.0
40198.0,40199.0,27.01,212.92,-4594026#0,0.0
40200.0,40201.0,10.1,80.26,-4594026#1,0.0
40204.0,40205.0,17.66,123.48,-4594129,0.0
40206.0,40207.0,35.79,258.21,-4594210,0.0
40208.0,40209.0,0.28,1.85,-4594373,0.0
40210.0,40211.0,0.02,0.15,-4594374,0.0
40212.0,40213.0,12.04,96.51,-4594384#2,0.0
40214.0,40215.0,11.84,148.84,-4594384#3,0.0
40216.0,40217.0,9.03,115.43,-4594384#4,0.0
40222.0,40223.0,25.47,141.56,-4594805#1,0.0
40230.0,40231.0,9.47,85.03,-4596964,0.0
40234.0,40235.0,31.02,241.63,-4596990#0,0.0
40236.0,40237.0,28.58,222.52,-4596990#1,0.0
40238.0,40239.0,4.1,40.65,-4596993,0.0
40242.0,40243.0,12.6,102.54,-4597028,0.0
40244.0,40245.0,35.41,266.75,-4597029#0,0.0
40246.0,40247.0,27.46,253.69,-4597032#2,0.0
40254.0,40255.0,17.19,130.29,-4597055,0.0
40258.0,40259.0,9.77,99.09,-4597201,0.0
40262.0,40263.0,18.5,135.35,-4597205,0.0
40268.0,40269.0,15.44,175.53,-4597231,0.0
40270.0,40271.0,22.19,176.57,-4597252,0.0
40274.0,40275.0,15.78,119.9,-4597320,0.0
40276.0,40277.0,34.16,228.46,-4597322,0.0
40278.0,40279.0,16.84,120.8,-4597324#0,0.0
40280.0,40281.0,5.32,38.28,-4597324#1,0.0
40282.0,40283.0,16.2,89.06,-4597324#2,0.0
40294.0,40295.0,9.08,67.51,-4597336,0.0
40296.0,40297.0,6.67,11.88,-4597354#1,0.0
40298.0,40299.0,17.24,239.59,-4597354#2,0.0
40300.0,40301.0,13.64,174.12,-4597354#4,0.0
40302.0,40303.0,,1.4,-4597354#6,0.0
40304.0,40305.0,25.08,317.94,-4597356,0.0
40308.0,40309.0,18.27,148.37,-4597403,0.0
40312.0,40313.0,17.67,137.0,-4597404#1,0.0
40314.0,40315.0,6.08,53.32,-4597421#0,0.0
40318.0,40319.0,6.11,50.2,-4597422#0,0.0
40324.0,40325.0,9.58,77.36,-4597426#2,0.0
40342.0,40343.0,25.59,201.88,-4600233#0,0.0
40344.0,40345.0,10.38,81.7,-4600233#1,0.0
40350.0,40351.0,5.42,35.9,-460189449,0.0
40352.0,40353.0,5.33,57.44,-460206977,0.0
40354.0,40355.0,12.82,35.7,-460206979,0.0
40356.0,40357.0,0.87,8.28,-460206983,0.0
40358.0,40359.0,4.49,36.51,-460206984,0.0
40360.0,40361.0,31.78,227.37,-4603194,0.0
40368.0,40369.0,24.91,206.87,-4603198,0.0
40380.0,40381.0,34.69,265.63,-4603233,0.0
40382.0,40383.0,21.65,160.56,-4603264,0.0
40384.0,40385.0,23.59,203.08,-4603265,0.0
40386.0,40387.0,9.55,78.16,-4603311#0,0.0
40390.0,40391.0,7.86,86.42,-4603337,0.0
40392.0,40393.0,13.6,158.34,-4603338#2,0.0
40394.0,40395.0,2.71,38.46,-4603338#3,0.0
40400.0,40401.0,2.41,14.93,-4603348#0,0.0
40404.0,40405.0,7.65,64.74,-4603348#2,0.0
40406.0,40407.0,10.88,90.03,-4603348#3,0.0
40414.0,40415.0,11.62,98.11,-4603352,0.0
40416.0,40417.0,13.7,88.38,-4603354#0,0.0
40426.0,40427.0,25.93,215.22,-4603359,0.0
40430.0,40431.0,31.18,228.23,-4603390#1,0.0
40434.0,40435.0,35.62,262.89,-4603408#1,0.0
40438.0,40439.0,45.17,326.08,-4603414,0.0
40440.0,40441.0,13.31,100.24,-4603456#0,0.0
40442.0,40443.0,22.93,127.24,-4603463#2,0.0
40444.0,40445.0,20.89,153.14,-4603463#3,0.0
40446.0,40447.0,22.42,56.91,-4603464#1,0.0
40448.0,40449.0,8.71,123.26,-4603505,0.0
40450.0,40451.0,5.5,113.83,-4603529#0,0.0
40452.0,40453.0,15.59,238.35,-4603529#1,0.0
40454.0,40455.0,4.27,90.56,-4603529#1.251,0.0
40456.0,40457.0,5.22,32.07,-4603530#0,0.0
40458.0,40459.0,14.05,174.45,-4603531,0.0
40462.0,40463.0,11.16,92.49,-4603590,0.0
40464.0,40465.0,13.36,98.48,-4603594#0,0.0
40466.0,40467.0,33.82,264.61,-46036312#0,0.0
40468.0,40469.0,38.8,264.73,-4603721#2,0.0
40470.0,40471.0,6.37,3.65,-4603721#4,0.0
40472.0,40473.0,0.33,1.53,-4603721#5,0.0
40480.0,40481.0,7.55,51.36,-4604842#0,0.0
40482.0,40483.0,31.39,228.03,-4604842#1,0.0
40486.0,40487.0,29.07,229.96,-4604842#3,0.0
40494.0,40495.0,32.95,184.4,-4604844#1,0.0
40506.0,40507.0,20.05,142.52,-4604845#3,0.0
40508.0,40509.0,15.54,107.83,-4604846,0.0
40512.0,40513.0,24.03,231.74,-4604847#1,0.0
40514.0,40515.0,19.13,146.28,-4604850#0,0.0
40516.0,40517.0,2.84,24.19,-4604850#1,0.0
40522.0,40523.0,2.27,20.32,-4604923,0.0
40556.0,40557.0,28.8,235.65,-4605300#3,0.0
40560.0,40561.0,31.58,232.99,-4606149,0.0
40568.0,40569.0,38.03,211.16,-4606152#3,0.0
40576.0,40577.0,18.58,160.46,-4606156#1,0.0
40578.0,40579.0,18.17,136.06,-4606156#2,0.0
40580.0,40581.0,25.87,205.68,-4606214,0.0
40596.0,40597.0,18.3,145.68,-4606227,0.0
40598.0,40599.0,3.09,20.21,-4606228,0.0
40604.0,40605.0,15.79,119.11,-4606230#4,0.0
40618.0,40619.0,9.77,67.84,-4606260#0,0.0
40620.0,40621.0,10.71,73.72,-4606260#1,0.0
40622.0,40623.0,19.66,155.13,-4606260#2,0.0
40632.0,40633.0,11.05,105.65,-4606275#0,0.0
40634.0,40635.0,12.52,111.12,-4606275#1,0.0
40640.0,40641.0,16.97,203.25,-4606801#0,0.0
40642.0,40643.0,4.57,33.65,-4606808,0.0
40646.0,40647.0,24.96,159.97,-4607069#2,0.0
40648.0,40649.0,41.16,338.79,-4607070#2,0.0
40652.0,40653.0,11.7,88.68,-4609186#0,0.0
40654.0,40655.0,13.94,97.82,-4609186#1,0.0
40656.0,40657.0,17.42,126.35,-4609186#2,0.0
40658.0,40659.0,48.98,350.64,-4609186#3,0.0
40660.0,40661.0,10.38,80.01,-4609187#0,0.0
40662.0,40663.0,22.71,175.09,-4609187#1,0.0
40664.0,40665.0,16.21,125.26,-4609187#2,0.0
40666.0,40667.0,12.72,97.82,-4609187#3,0.0
40668.0,40669.0,23.78,180.87,-4609190,0.0
40670.0,40671.0,53.88,391.48,-4609191,0.0
40672.0,40673.0,70.8,502.36,-4609194,0.0
40674.0,40675.0,23.89,177.5,-4609195,0.0
40678.0,40679.0,33.04,254.91,-4609198#0,0.0
40682.0,40683.0,28.67,244.91,-4609199#0,0.0
40702.0,40703.0,16.91,128.24,-4609211#0,0.0
40704.0,40705.0,15.51,115.48,-4609211#1,0.0
40706.0,40707.0,12.38,67.67,-4609211#2,0.0
40708.0,40709.0,19.07,189.49,-4609212#0,0.0
40710.0,40711.0,10.29,132.21,-4609212#1,0.0
40712.0,40713.0,29.84,223.54,-4609213#0,0.0
40716.0,40717.0,21.41,162.75,-4609213#2,0.0
40718.0,40719.0,30.45,229.2,-4609214,0.0
40724.0,40725.0,14.4,181.56,-4609218#0,0.0
40726.0,40727.0,13.5,161.69,-4609218#1,0.0
40730.0,40731.0,11.6,89.98,-4609220#1,0.0
40738.0,40739.0,3.12,23.6,-4609223#0,0.0
40740.0,40741.0,34.66,258.71,-4609223#1,0.0
40742.0,40743.0,8.82,66.68,-4609223#3,0.0
40744.0,40745.0,11.64,87.34,-4609223#4,0.0
40746.0,40747.0,59.37,453.03,-4609226,0.0
40756.0,40757.0,11.36,79.45,-4609229,0.0
40758.0,40759.0,16.07,136.6,-4609230#0,0.0
40760.0,40761.0,14.18,123.22,-4609230#1,0.0
40764.0,40765.0,13.99,99.08,-4609231#1,0.0
40766.0,40767.0,7.27,29.24,-460948881,0.0
40768.0,40769.0,6.85,76.21,-460948883#0,0.0
40774.0,40775.0,2.01,18.06,-460948884#0,0.0
40776.0,40777.0,15.97,125.47,-46096956#0,0.0
40778.0,40779.0,17.46,130.38,-46096956#1,0.0
40780.0,40781.0,43.09,350.93,-46096956#2,0.0
40800.0,40801.0,13.99,115.25,-4610043#0,0.0
40802.0,40803.0,11.65,93.13,-4610043#2,0.0
40806.0,40807.0,20.71,216.19,-4610047#2,0.0
40808.0,40809.0,4.01,54.35,-4610047#3,0.0
40810.0,40811.0,16.05,204.13,-4610047#4,0.0
40812.0,40813.0,0.92,6.57,-4610047#5,0.0
40814.0,40815.0,12.25,112.09,-4610047#9,0.0
40816.0,40817.0,37.56,432.24,-4610130#2,0.0
40818.0,40819.0,3.21,18.11,-4610131#0,0.0
40820.0,40821.0,49.42,338.13,-4610132#2,0.0
40822.0,40823.0,5.65,58.32,-4610134,0.0
40840.0,40841.0,20.07,141.46,-4610472#0,0.0
40844.0,40845.0,38.39,312.64,-4610480,0.0
40862.0,40863.0,11.55,150.25,-461125970#0,0.0
40870.0,40871.0,11.31,31.71,-4611696#3,0.0
40874.0,40875.0,33.82,243.37,-4611708#0,0.0
40892.0,40893.0,15.86,115.9,-4611714#2,0.0
40894.0,40895.0,4.63,33.62,-4611714#3,0.0
40898.0,40899.0,27.22,281.53,-4611772#2,0.0
40902.0,40903.0,60.47,312.45,-4611774,0.0
40904.0,40905.0,18.24,119.0,-4611775#0,0.0
40908.0,40909.0,14.44,85.97,-4611780,0.0
40910.0,40911.0,8.04,20.46,-4611784#2,0.0
40912.0,40913.0,9.51,31.96,-4611785#2,0.0
40918.0,40919.0,15.54,107.67,-4611862#2,0.0
40920.0,40921.0,8.51,99.53,-4611862#3,0.0
40922.0,40923.0,12.36,150.72,-4611862#4,0.0
40932.0,40933.0,32.2,282.07,-4611879,0.0
40934.0,40935.0,42.55,284.93,-4611885,0.0
40944.0,40945.0,19.52,135.02,-4611901#2,0.0
40946.0,40947.0,16.08,110.8,-4611901#3,0.0
40952.0,40953.0,16.16,116.98,-4611904#1,0.0
40954.0,40955.0,16.82,130.04,-4611905#0,0.0
40956.0,40957.0,16.54,128.22,-4611905#1,0.0
40958.0,40959.0,19.79,153.43,-4611905#2,0.0
40960.0,40961.0,16.49,105.03,-4611906#0,0.0
40962.0,40963.0,18.7,124.31,-4611906#1,0.0
40964.0,40965.0,13.94,95.84,-4611906#2,0.0
40966.0,40967.0,22.48,178.34,-4611907#0,0.0
40968.0,40969.0,35.9,225.58,-4611907#1,0.0
40970.0,40971.0,25.58,194.42,-4611908#0,0.0
40972.0,40973.0,17.57,134.34,-4611908#1,0.0
40974.0,40975.0,6.58,76.6,-4611912#0,0.0
40976.0,40977.0,37.12,324.03,-461235628#0,0.0
40978.0,40979.0,24.54,211.58,-461235628#1,0.0
40980.0,40981.0,11.96,80.34,-4612384,0.0
40982.0,40983.0,28.47,227.55,-4612395#0,0.0
40984.0,40985.0,13.18,95.49,-4612395#1,0.0
40986.0,40987.0,16.24,131.33,-4612403#0,0.0
40988.0,40989.0,20.13,165.08,-4612403#1,0.0
40990.0,40991.0,8.38,66.47,-4612403#2,0.0
40992.0,40993.0,20.56,211.51,-4612404#2,0.0
40994.0,40995.0,41.25,276.01,-4612406#0,0.0
41014.0,41015.0,17.4,149.14,-4612431#1,0.0
41018.0,41019.0,32.63,216.92,-4612695#0,0.0
41026.0,41027.0,10.29,35.56,-4612696#2,0.0
41028.0,41029.0,9.47,117.7,-4612696#3,0.0
41030.0,41031.0,16.84,187.31,-4612696#5,0.0
41034.0,41035.0,25.18,166.73,-4612752#1,0.0
41040.0,41041.0,7.0,46.06,-4612758#0,0.0
41042.0,41043.0,7.07,56.52,-4612758#2,0.0
41052.0,41053.0,9.98,131.47,-4612872,0.0
41056.0,41057.0,43.11,377.03,-4612875,0.0
41070.0,41071.0,5.31,37.79,-461317444,0.0
41072.0,41073.0,2.66,10.14,-461317445#0,0.0
41074.0,41075.0,3.79,9.75,-461317445#1,0.0
41076.0,41077.0,3.49,37.09,-461317445#2,0.0
41078.0,41079.0,21.54,255.56,-461317445#3,0.0
41080.0,41081.0,2.55,5.23,-461317445#4,0.0
41098.0,41099.0,10.98,84.54,-4613306,0.0
41100.0,41101.0,5.55,60.9,-461331989#0,0.0
41102.0,41103.0,7.57,96.87,-461331989#1,0.0
41104.0,41105.0,14.69,187.29,-461331989#2,0.0
41112.0,41113.0,13.65,94.18,-46138134#1,0.0
41114.0,41115.0,30.28,246.92,-46138135,0.0
41120.0,41121.0,8.52,75.71,-461452983#0,0.0
41122.0,41123.0,12.61,79.54,-461452983#1,0.0
41130.0,41131.0,25.35,183.65,-4615001,0.0
41136.0,41137.0,15.68,122.69,-4615003#3,0.0
41144.0,41145.0,25.54,207.71,-4615004#2,0.0
41146.0,41147.0,24.26,161.87,-4615004#7,0.0
41152.0,41153.0,26.78,199.65,-4615005,0.0
41158.0,41159.0,45.62,244.61,-4615007#2,0.0
41162.0,41163.0,39.02,291.43,-4615028,0.0
41166.0,41167.0,38.35,288.67,-4615029#1,0.0
41168.0,41169.0,35.22,314.93,-4615030#0,0.0
41170.0,41171.0,38.23,295.8,-4615030#1,0.0
41172.0,41173.0,8.64,110.26,-46150481,0.0
41174.0,41175.0,18.81,160.25,-4615061,0.0
41182.0,41183.0,3.36,23.17,-4615062#3,0.0
41184.0,41185.0,24.91,147.4,-4615063#2,0.0
41186.0,41187.0,19.03,153.59,-4615063#3,0.0
41188.0,41189.0,15.28,124.43,-4615063#4,0.0
41190.0,41191.0,13.96,112.85,-4615063#5,0.0
41196.0,41197.0,23.62,162.73,-4615064#1,0.0
41202.0,41203.0,16.83,119.08,-4615065#2,0.0
41206.0,41207.0,11.26,86.95,-4615066#1,0.0
41212.0,41213.0,38.7,338.99,-4615068,0.0
41216.0,41217.0,24.95,175.46,-4615075,0.0
41218.0,41219.0,28.33,183.67,-4615078,0.0
41220.0,41221.0,9.69,126.88,-461514283,0.0
41222.0,41223.0,7.42,56.99,-4615209#0,0.0
41226.0,41227.0,19.12,153.26,-4615212#0,0.0
41228.0,41229.0,21.26,179.4,-4615212#1,0.0
41230.0,41231.0,12.03,97.46,-4615212#3,0.0
41232.0,41233.0,4.91,39.36,-4615212#5,0.0
41234.0,41235.0,19.61,160.32,-4615212#7,0.0
41236.0,41237.0,23.28,156.59,-4615213,0.0
41238.0,41239.0,17.45,121.87,-4615216#0,0.0
41244.0,41245.0,2.44,19.36,-461526153,0.0
41274.0,41275.0,18.21,151.55,-4615327#0,0.0
41276.0,41277.0,8.36,70.76,-4615327#1,0.0
41286.0,41287.0,10.16,76.02,-4615404#0,0.0
41288.0,41289.0,23.6,177.76,-4615404#1,0.0
41290.0,41291.0,32.15,245.27,-4615406#0,0.0
41292.0,41293.0,13.35,97.46,-4615406#1,0.0
41298.0,41299.0,10.3,67.94,-4615407#2,0.0
41302.0,41303.0,14.51,107.2,-4615496,0.0
41308.0,41309.0,6.1,5.39,-4615497#2,0.0
41322.0,41323.0,4.24,18.94,-4615623#1,0.0
41324.0,41325.0,12.55,21.73,-4615623#2,0.0
41326.0,41327.0,25.79,184.03,-4615624#0,0.0
41328.0,41329.0,15.37,107.63,-4615624#1,0.0
41330.0,41331.0,18.1,229.18,-4615628#0,0.0
41332.0,41333.0,37.84,300.48,-4615742#0,0.0
41334.0,41335.0,35.31,298.29,-4615743#1,0.0
41336.0,41337.0,21.6,157.0,-4615744#0,0.0
41338.0,41339.0,12.25,100.33,-4615744#1,0.0
41342.0,41343.0,13.88,99.63,-4615745#3,0.0
41344.0,41345.0,10.28,82.81,-4615745#4,0.0
41348.0,41349.0,10.66,76.52,-4615783#2,0.0
41350.0,41351.0,8.88,67.83,-4615783#3,0.0
41352.0,41353.0,2.64,19.82,-4615783#4,0.0
41354.0,41355.0,4.73,36.08,-4615783#5,0.0
41358.0,41359.0,13.85,133.23,-4615989#2,0.0
41360.0,41361.0,10.61,94.73,-4615989#3,0.0
41362.0,41363.0,15.24,131.48,-4615989#4,0.0
41364.0,41365.0,13.46,109.49,-4616167,0.0
41366.0,41367.0,17.04,141.46,-4616170#0,0.0
41370.0,41371.0,20.14,157.43,-4616175#0,0.0
41372.0,41373.0,12.29,95.68,-4616175#1,0.0
41376.0,41377.0,12.84,99.23,-4616178#14,0.0
41378.0,41379.0,13.33,181.59,-4616178#15,0.0
41380.0,41381.0,23.71,319.03,-4616178#16,0.0
41382.0,41383.0,18.76,227.22,-4616178#2,0.0
41384.0,41385.0,2.62,34.1,-4616178#3,0.0
41386.0,41387.0,10.68,132.19,-4616178#4,0.0
41388.0,41389.0,32.39,321.23,-4616178#9,0.0
41390.0,41391.0,16.79,132.68,-4616181#2,0.0
41392.0,41393.0,12.92,90.81,-4616181#3,0.0
41394.0,41395.0,10.91,77.28,-4616181#4,0.0
41396.0,41397.0,11.45,80.18,-4616181#5,0.0
41398.0,41399.0,14.94,101.92,-4616181#6,0.0
41400.0,41401.0,22.56,184.24,-4616181#7,0.0
41402.0,41403.0,13.01,104.18,-4616182,0.0
41408.0,41409.0,28.99,224.01,-4616187#1,0.0
41410.0,41411.0,19.32,144.79,-4616187#2,0.0
41412.0,41413.0,28.08,204.61,-4616187#3,0.0
41416.0,41417.0,27.37,204.46,-4616192#1,0.0
41418.0,41419.0,17.75,142.59,-4616196#0,0.0
41420.0,41421.0,23.59,173.18,-4616196#1,0.0
41422.0,41423.0,2.13,23.57,-4616223,0.0
41426.0,41427.0,9.26,104.3,-4616226#0,0.0
41428.0,41429.0,13.19,141.83,-4616226#1,0.0
41430.0,41431.0,9.22,106.95,-4616227,0.0
41442.0,41443.0,17.41,133.58,-4616239#0,0.0
41444.0,41445.0,26.98,187.49,-4616239#1,0.0
41458.0,41459.0,11.32,98.63,-4616249#1,0.0
41464.0,41465.0,24.93,185.65,-4616319#1,0.0
41466.0,41467.0,2.6,21.14,-4616320#0,0.0
41468.0,41469.0,23.24,66.14,-4616321#2,0.0
41470.0,41471.0,26.96,159.23,-4616567,0.0
41474.0,41475.0,19.48,148.51,-4616573,0.0
41484.0,41485.0,41.77,276.52,-4616579#0,0.0
41486.0,41487.0,29.59,219.24,-4616595,0.0
41492.0,41493.0,8.34,89.63,-461694889,0.0
41502.0,41503.0,11.75,89.12,-4617319#1,0.0
41504.0,41505.0,14.79,109.03,-4617320#0,0.0
41506.0,41507.0,12.01,95.14,-4617320#1,0.0
41508.0,41509.0,9.95,75.85,-4617320#2,0.0
41510.0,41511.0,21.35,163.12,-4617322,0.0
41518.0,41519.0,17.82,162.39,-4617324,0.0
41520.0,41521.0,16.29,192.25,-461840218#0,0.0
41524.0,41525.0,1.37,15.96,-461840255,0.0
41526.0,41527.0,41.23,315.09,-4618705,0.0
41528.0,41529.0,11.16,98.92,-4618707,0.0
41530.0,41531.0,13.1,70.9,-4618708,0.0
41532.0,41533.0,20.87,95.05,-4618711#2,0.0
