,from_node,to_node,edge_tt
8441,14,15,4.426
8442,16,17,8.705
8443,98,99,7.428
8444,104,105,1.297
8445,106,107,0.654
8446,108,109,3.627
8447,110,111,21.553
8448,112,113,5.079
8449,114,115,3.213
8450,116,117,0.775
8451,118,119,1.493
8452,120,121,1.415
8453,122,123,3.887
8454,124,125,2.262
8455,126,127,4.401
8456,160,161,6.155
8457,162,163,15.437
8458,164,165,4.662
8459,200,201,10.409
8460,260,261,1.441
8461,332,333,9.152
8462,334,335,0.275
8463,336,337,0.168
8464,494,495,2.532
8465,496,497,2.267
8466,498,499,5.926
8467,500,501,0.971
8468,502,503,2.854
8469,504,505,25.37
8470,592,593,7.852
8471,628,629,7.611
8472,630,631,0.831
8473,632,633,0.278
8474,666,667,5.842
8475,712,713,0.026
8476,738,739,7.443
8477,740,741,1.514
8478,742,743,2.568
8479,748,749,21.436
8480,750,751,4.633
8481,868,869,0.763
8482,870,871,6.952
8483,872,873,2.014
8484,874,875,0.849
8485,876,877,7.025
8486,880,881,3.936
8487,1048,1049,1.223
8488,1050,1051,1.292
8489,1052,1053,2.748
8490,1054,1055,3.829
8491,1056,1057,1.726
8492,1216,1217,4.595
8493,1218,1219,3.202
8494,1220,1221,2.571
8495,1222,1223,5.343
8496,1224,1225,3.459
8497,1428,1429,13.634
8498,1430,1431,8.695
8499,1432,1433,5.764
8500,1434,1435,4.708
8501,1436,1437,4.6
8502,1438,1439,5.003
8503,1440,1441,4.158
8504,1442,1443,0.261
8505,1444,1445,1.093
8506,1500,1501,10.096
8507,1502,1503,3.148
8508,1598,1599,0.321
8509,1600,1601,5.378
8510,1602,1603,8.885
8511,1604,1605,0.611
8512,1606,1607,7.999
8513,1608,1609,7.016
8514,1610,1611,5.49
8515,1616,1617,4.735
8516,1690,1691,0.695
8517,1694,1695,2.874
8518,1938,1939,11.737
8519,1940,1941,16.329
8520,1942,1943,5.019
8521,2010,2011,12.774
8522,2012,2013,10.556
8523,2014,2015,0.477
8524,2016,2017,7.931
8525,2018,2019,3.524
8526,2020,2021,1.47
8527,2022,2023,5.78
8528,2024,2025,1.949
8529,2078,2079,7.441
8530,2150,2151,13.376
8531,2152,2153,0.08
8532,2154,2155,0.164
8533,2156,2157,0.653
8534,2158,2159,1.636
8535,2160,2161,0.094
8536,2162,2163,2.659
8537,2164,2165,1.864
8538,2166,2167,1.002
8539,2168,2169,3.057
8540,2170,2171,5.159
8541,2172,2173,1.44
8542,2174,2175,1.586
8543,2176,2177,1.069
8544,2190,2191,3.161
8545,2192,2193,1.308
8546,2194,2195,0.706
8547,2196,2197,3.381
8548,2202,2203,2.893
8549,2324,2325,0.009
8550,2326,2327,4.521
8551,2352,2353,10.686
8552,2354,2355,6.687
8553,2356,2357,15.308
8554,2392,2393,7.46
8555,2394,2395,2.26
8556,2396,2397,15.842
8557,2466,2467,15.518
8558,2468,2469,2.047
8559,2470,2471,20.777
8560,2472,2473,2.68
8561,2556,2557,0.501
8562,2558,2559,2.579
8563,2560,2561,5.501
8564,2628,2629,26.462
8565,2664,2665,2.962
8566,2666,2667,11.498
8567,2668,2669,1.475
8568,2670,2671,1.196
8569,2826,2827,5.692
8570,2828,2829,26.28
8571,2830,2831,5.146
8572,2844,2845,12.768
8573,2846,2847,0.399
8574,2848,2849,19.519
8575,2850,2851,6.525
8576,2852,2853,8.453
8577,2854,2855,7.245
8578,2856,2857,1.562
8579,2858,2859,6.08
8580,2916,2917,1.06
8581,2918,2919,0.203
8582,2920,2921,2.615
8583,2922,2923,0.024
8584,2934,2935,2.429
8585,2958,2959,9.261
8586,2960,2961,7.647
8587,2962,2963,1.731
8588,3354,3355,1.261
8589,3366,3367,25.89
8590,3368,3369,35.118
8591,3484,3485,4.936
8592,3724,3725,12.238
8593,3726,3727,10.179
8594,3728,3729,5.349
8595,3730,3731,17.811
8596,3732,3733,1.818
8597,3734,3735,4.119
8598,3924,3925,8.291
8599,4104,4105,4.517
8600,4128,4129,22.803
8601,4130,4131,1.706
8602,4132,4133,0.292
8603,4134,4135,0.534
8604,4136,4137,4.054
8605,4138,4139,1.549
8606,4140,4141,15.195
8607,4142,4143,1.678
8608,4144,4145,5.608
8609,4146,4147,2.707
8610,4148,4149,1.222
8611,4150,4151,0.849
8612,4152,4153,2.261
8613,4154,4155,1.571
8614,4156,4157,1.63
8615,4158,4159,9.836
8616,4160,4161,5.931
8617,4162,4163,1.825
8618,4164,4165,1.945
8619,4166,4167,1.534
8620,4168,4169,3.058
8621,4170,4171,8.229
8622,4172,4173,11.264
8623,4174,4175,9.211
8624,4246,4247,12.78
8625,4248,4249,11.155
8626,4402,4403,17.623
8627,4490,4491,9.981
8628,4492,4493,3.251
8629,4884,4885,2.966
8630,4926,4927,2.986
8631,4972,4973,10.615
8632,4974,4975,13.684
8633,5006,5007,16.388
8634,5008,5009,2.688
8635,5010,5011,5.425
8636,5012,5013,0.236
8637,5014,5015,4.924
8638,5016,5017,4.941
8639,5018,5019,3.071
8640,5022,5023,0.538
8641,5024,5025,4.711
8642,5026,5027,14.344
8643,5032,5033,2.298
8644,5034,5035,3.607
8645,5036,5037,4.214
8646,5038,5039,6.293
8647,5040,5041,2.166
8648,5042,5043,2.511
8649,5044,5045,14.333
8650,5046,5047,3.486
8651,5048,5049,7.186
8652,5050,5051,2.699
8653,5052,5053,0.98
8654,5054,5055,1.399
8655,5056,5057,21.497
8656,5058,5059,2.306
8657,5060,5061,8.328
8658,5062,5063,1.703
8659,5064,5065,0.8
8660,5082,5083,15930.0
8661,5136,5137,21.514
8662,5138,5139,2.505
8663,5140,5141,2.824
8664,5152,5153,1.408
8665,5158,5159,0.736
8666,5160,5161,0.366
8667,5162,5163,4.966
8668,5164,5165,7.3
8669,5166,5167,3.922
8670,5176,5177,1.439
8671,5178,5179,2.273
8672,5180,5181,0.087
8673,5182,5183,0.984
8674,5184,5185,6.66
8675,5186,5187,2.521
8676,5188,5189,10.236
8677,5190,5191,14.124
8678,5214,5215,4.464
8679,5216,5217,13.072
8680,5218,5219,3.959
8681,5414,5415,12.686
8682,5416,5417,4.466
8683,5418,5419,6.068
8684,5420,5421,4.394
8685,5422,5423,0.759
8686,5424,5425,0.595
8687,5426,5427,2.517
8688,5428,5429,25.682
8689,5430,5431,1.736
8690,5432,5433,6.504
8691,5434,5435,1.604
8692,5436,5437,0.683
8693,5438,5439,2.292
8694,5440,5441,8.048
8695,5442,5443,4.115
8696,5444,5445,2.271
8697,5446,5447,1.312
8698,5448,5449,15.668
8699,5450,5451,7.367
8700,5452,5453,3.779
8701,5454,5455,8.387
8702,5456,5457,8.497
8703,5458,5459,0.596
8704,5460,5461,9.488
8705,5462,5463,5.09
8706,5464,5465,0.602
8707,5466,5467,0.015
8708,5468,5469,4.746
8709,5470,5471,2.055
8710,5472,5473,3.581
8711,5476,5477,0.894
8712,5478,5479,0.309
8713,5538,5539,5.309
8714,5540,5541,4.373
8715,5542,5543,2.429
8716,5544,5545,0.674
8717,5546,5547,6.574
8718,5554,5555,3.332
8719,5610,5611,14.22
8720,5728,5729,1.882
8721,5736,5737,10793.0
8722,5860,5861,5.479
8723,5862,5863,4.055
8724,5864,5865,5.92
8725,5866,5867,2.43
8726,5870,5871,0.726
8727,5894,5895,2.669
8728,5896,5897,1.102
8729,5898,5899,9.846
8730,5900,5901,4.496
8731,5902,5903,7.242
8732,5904,5905,6.856
8733,5906,5907,3.622
8734,5908,5909,2.758
8735,5910,5911,1.659
8736,5912,5913,3.197
8737,6070,6071,1.182
8738,6072,6073,0.544
8739,6074,6075,6.054
8740,6076,6077,3.913
8741,6078,6079,7.831
8742,6160,6161,0.454
8743,6444,6445,2.643
8744,6446,6447,8.555
8745,6484,6485,11.096
8746,6688,6689,0.367
8747,6690,6691,19.289
8748,6996,6997,112157.0
8749,6998,6999,0.687
8750,7022,7023,1.91
8751,7080,7081,51.768
8752,7082,7083,2.383
8753,7166,7167,21487.0
8754,7184,7185,3.312
8755,7186,7187,1.633
8756,7188,7189,1.368
8757,7190,7191,1.058
8758,7192,7193,2.766
8759,7194,7195,0.734
8760,7196,7197,1.317
8761,7198,7199,1.922
8762,7200,7201,0.553
8763,7202,7203,2.144
8764,7204,7205,4.136
8765,7206,7207,12.827
8766,7208,7209,2.268
8767,7210,7211,0.673
8768,7212,7213,1.09
8769,7214,7215,2.021
8770,7216,7217,1.952
8771,7218,7219,4.831
8772,7220,7221,3.869
8773,7222,7223,2.624
8774,7224,7225,0.834
8775,7226,7227,0.697
8776,7228,7229,0.583
8777,7230,7231,1.032
8778,7232,7233,3.587
8779,7234,7235,5.171
8780,7236,7237,1.787
8781,7238,7239,3.823
8782,7242,7243,4.321
8783,7244,7245,5.923
8784,7248,7249,2.78
8785,7250,7251,5.704
8786,7252,7253,5.767
8787,7254,7255,5.261
8788,7256,7257,4.039
8789,7258,7259,0.495
8790,7260,7261,3.561
8791,7262,7263,1.921
8792,7386,7387,0.146
8793,7388,7389,0.024
8794,7390,7391,2.78
8795,7392,7393,12.421
8796,7394,7395,2.23
8797,7396,7397,1.673
8798,7398,7399,4.029
8799,7400,7401,1.563
8800,7402,7403,3.216
8801,7582,7583,12.362
8802,7596,7597,11.785
8803,7636,7637,3.727
8804,7638,7639,0.119
8805,7640,7641,1.424
8806,7642,7643,2.475
8807,7644,7645,18.513
8808,7944,7945,2.995
8809,7946,7947,2.989
8810,7948,7949,5.037
8811,7960,7961,178.167
8812,7962,7963,5.938
8813,7964,7965,0.092
8814,8450,8451,8.026
8815,8452,8453,4.644
8816,8486,8487,14.102
8817,8488,8489,1.081
8818,8490,8491,0.327
8819,8492,8493,1.86
8820,8494,8495,2.578
8821,8620,8621,43.444
8822,8622,8623,46.505
8823,9048,9049,29.281
8824,9050,9051,3.222
8825,9052,9053,3.836
8826,9054,9055,2.385
8827,9452,9453,6.464
8828,9468,9469,0.267
8829,9470,9471,6.532
8830,9624,9625,10.345
8831,9626,9627,9.179
8832,9836,9837,2.539
8833,9882,9883,1.429
8834,9884,9885,0.739
8835,9914,9915,4.776
8836,9916,9917,2.876
8837,9918,9919,1.889
8838,9920,9921,2.428
8839,9922,9923,7.752
8840,9944,9945,1.746
8841,9946,9947,0.91
8842,9948,9949,0.092
8843,9950,9951,3.496
8844,9952,9953,3.48
8845,9954,9955,4.544
8846,9956,9957,2.834
8847,9958,9959,2.064
8848,9960,9961,1.507
8849,9962,9963,2.589
8850,9964,9965,3.005
8851,9966,9967,3.113
8852,9968,9969,0.25
8853,9970,9971,2.072
8854,9972,9973,3.488
8855,9974,9975,7.144
8856,9976,9977,0.983
8857,9978,9979,0.373
8858,9980,9981,1.642
8859,9982,9983,0.883
8860,9984,9985,1.547
8861,9986,9987,2.574
8862,9988,9989,29.259
8863,9990,9991,5.304
8864,9992,9993,0.594
8865,9994,9995,0.222
8866,9996,9997,5.044
8867,9998,9999,7.542
8868,10080,10081,3.828
8869,10082,10083,0.015
8870,10084,10085,8.476
8871,10086,10087,3.4
8872,10088,10089,5.307
8873,10090,10091,27.323
8874,10092,10093,4.434
8875,10094,10095,1.458
8876,10096,10097,0.435
8877,10098,10099,12.164
8878,10100,10101,1.879
8879,10102,10103,3.921
8880,10104,10105,15.577
8881,10106,10107,34.23
8882,10212,10213,2.099
8883,10214,10215,3.862
8884,10348,10349,6.525
8885,10600,10601,0.887
8886,10602,10603,6.25
8887,10604,10605,5.957
8888,10762,10763,5.47
8889,10764,10765,10.828
8890,10804,10805,17.106
8891,10822,10823,6.787
8892,10828,10829,5.132
8893,10830,10831,1.287
8894,10832,10833,0.982
8895,10910,10911,13.814
8896,10912,10913,8.427
8897,10914,10915,2.513
8898,11020,11021,1.851
8899,11140,11141,1.646
8900,11142,11143,0.534
8901,11144,11145,1.566
8902,11146,11147,5.919
8903,11148,11149,2.825
8904,11230,11231,20.158
8905,11232,11233,2.837
8906,11234,11235,19.295
8907,11236,11237,5.081
8908,11238,11239,2.18
8909,11240,11241,0.564
8910,11266,11267,6.323
8911,11276,11277,0.839
8912,11408,11409,5.597
8913,11410,11411,0.909
8914,11412,11413,13.697
8915,11414,11415,5.021
8916,11460,11461,0.394
8917,11496,11497,23.253
8918,11498,11499,0.548
8919,11594,11595,4.019
8920,11596,11597,5.096
8921,11606,11607,2.647
8922,11608,11609,4.882
8923,11610,11611,2.405
8924,11624,11625,7.323
8925,11636,11637,963.257
8926,11638,11639,39.418
8927,11644,11645,24.43
8928,11646,11647,2.184
8929,11648,11649,1.976
8930,11650,11651,4.129
8931,11652,11653,5.789
8932,11658,11659,3.846
8933,11660,11661,0.014
8934,11662,11663,10.28
8935,11664,11665,9.301
8936,11666,11667,15.154
8937,11750,11751,7.845
8938,11752,11753,5.739
8939,11754,11755,0.232
8940,11756,11757,8.908
8941,11790,11791,3.076
8942,11792,11793,4.174
8943,11856,11857,2.453
8944,11902,11903,8394.0
8945,11912,11913,1.842
8946,11914,11915,0.958
8947,11980,11981,1.919
