"simulation_index","MOD_demand_subset","fleet_size","network_name","vehtype","objective_function","evaluation_int_start","evaluation_int_end","random_seed","start_time","end_time","op_module","demand_base","network_type","sim_env","sumo_t_update","sumo_fcd_vehicles","rerouting_sc","hybrid_router","p_ref","reliable_tt_det","f_det","reliable_tt_prob","k_quantile","sim_declined_rq","rtt_corr_add","op_max_wait_time","routing_behavior_scenario","op_const_boarding_time","Simulated?"
"1202","0.2","10000","sumo_berlin_mean_s_0-3","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","","",,"0","","0","","0","","pv_replacement","0","300","","30","0"
"1203","0.4","20000","sumo_berlin_mean_s_0-3","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","","",,"0","","0","","0","","pv_replacement","0","300","","30","0"
"1204","0.6","30000","sumo_berlin_mean_s_0-3","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","","",,"0","","0","","0","","pv_replacement","0","300","","30","0"
"1205","0.8","40000","sumo_berlin_mean_s_0-3","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","","",,"0","","0","","0","","pv_replacement","0","300","","30","0"
"1206","1","50000","sumo_berlin_mean_s_0-3","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","","",,"0","","0","","0","","pv_replacement","0","300","","30","0"
"1215","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","300","","30","0"
"1216","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1","0","","pv_replacement","0","300","","30","0"
"1217","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.02","0","","pv_replacement","0","300","","30","0"
"1218","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.04","0","","pv_replacement","0","300","","30","0"
"1219","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.06","0","","pv_replacement","0","300","","30","0"
"1220","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.08","0","","pv_replacement","0","300","","30","0"
"1221","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.1","0","","pv_replacement","0","300","","30","0"
"1222","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.12","0","","pv_replacement","0","300","","30","0"
"1223","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.14","0","","pv_replacement","0","300","","30","0"
"1224","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.16","0","","pv_replacement","0","300","","30","0"
"1225","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.18","0","","pv_replacement","0","300","","30","0"
"1226","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.2","0","","pv_replacement","0","300","","30","0"
"1227","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.5","pv_replacement","0","300","","30","0"
"1228","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.55","pv_replacement","0","300","","30","0"
"1229","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.6","pv_replacement","0","300","","30","0"
"1230","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.65","pv_replacement","0","300","","30","0"
"1231","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.7","pv_replacement","0","300","","30","0"
"1232","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.75","pv_replacement","0","300","","30","0"
"1233","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.8","pv_replacement","0","300","","30","0"
"1234","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.85","pv_replacement","0","300","","30","0"
"1235","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.9","pv_replacement","0","300","","30","0"
"1236","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.95","pv_replacement","0","300","","30","0"
"1237","0.02","1000","sumo_berlin_mean_s_0-3_c_100","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.97","pv_replacement","0","300","","30","0"
"1238","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","300","","30","0"
"1239","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1","0","","pv_replacement","0","300","","30","0"
"1240","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.02","0","","pv_replacement","0","300","","30","0"
"1241","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.04","0","","pv_replacement","0","300","","30","0"
"1242","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.06","0","","pv_replacement","0","300","","30","0"
"1243","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.08","0","","pv_replacement","0","300","","30","0"
"1244","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.1","0","","pv_replacement","0","300","","30","0"
"1245","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.12","0","","pv_replacement","0","300","","30","0"
"1246","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.14","0","","pv_replacement","0","300","","30","0"
"1247","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.16","0","","pv_replacement","0","300","","30","0"
"1248","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.18","0","","pv_replacement","0","300","","30","0"
"1249","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.2","0","","pv_replacement","0","300","","30","0"
"1250","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.5","pv_replacement","0","300","","30","0"
"1251","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.55","pv_replacement","0","300","","30","0"
"1252","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.6","pv_replacement","0","300","","30","0"
"1253","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.65","pv_replacement","0","300","","30","0"
"1254","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.7","pv_replacement","0","300","","30","0"
"1255","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.75","pv_replacement","0","300","","30","0"
"1256","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.8","pv_replacement","0","300","","30","0"
"1257","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.85","pv_replacement","0","300","","30","0"
"1258","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.9","pv_replacement","0","300","","30","0"
"1259","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.95","pv_replacement","0","300","","30","0"
"1260","0.05","2500","sumo_berlin_mean_s_0-3_c_101","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.97","pv_replacement","0","300","","30","0"
"1261","0.05","2500","sumo_berlin_mean_s_0-3_base_200","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","300","","30","0"
"1262","0.05","2500","sumo_berlin_mean_s_0-3_base_200","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1","0","","pv_replacement","0","300","","30","1"
"1263","0.05","2500","sumo_berlin_mean_s_0-3_base_200","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.02","0","","pv_replacement","0","300","","30","1"
"1264","0.05","2500","sumo_berlin_mean_s_0-3_base_200","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.04","0","","pv_replacement","0","300","","30","1"
"1265","0.05","2500","sumo_berlin_mean_s_0-3_base_200","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.06","0","","pv_replacement","0","300","","30","1"
"1266","0.05","2500","sumo_berlin_mean_s_0-3_base_200","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.08","0","","pv_replacement","0","300","","30","1"
"1267","0.05","2500","sumo_berlin_mean_s_0-3_base_200","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.1","0","","pv_replacement","0","300","","30","1"
"1268","0.05","2500","sumo_berlin_mean_s_0-3_base_200","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.12","0","","pv_replacement","0","300","","30","1"
"1269","0.05","2500","sumo_berlin_mean_s_0-3_base_200","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.14","0","","pv_replacement","0","300","","30","1"
"1270","0.05","2500","sumo_berlin_mean_s_0-3_base_200","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.16","0","","pv_replacement","0","300","","30","1"
"1271","0.05","2500","sumo_berlin_mean_s_0-3_base_200","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.18","0","","pv_replacement","0","300","","30","1"
"1272","0.05","2500","sumo_berlin_mean_s_0-3_base_200","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.2","0","","pv_replacement","0","300","","30","1"
"1273","0.05","2500","sumo_berlin_mean_s_0-3_base_200","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.5","pv_replacement","0","300","","30","1"
"1274","0.05","2500","sumo_berlin_mean_s_0-3_base_200","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.55","pv_replacement","0","300","","30","1"
"1275","0.05","2500","sumo_berlin_mean_s_0-3_base_200","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.6","pv_replacement","0","300","","30","1"
"1276","0.05","2500","sumo_berlin_mean_s_0-3_base_200","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.65","pv_replacement","0","300","","30","1"
"1277","0.05","2500","sumo_berlin_mean_s_0-3_base_200","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.7","pv_replacement","0","300","","30","1"
"1278","0.05","2500","sumo_berlin_mean_s_0-3_base_200","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.75","pv_replacement","0","300","","30","1"
"1279","0.05","2500","sumo_berlin_mean_s_0-3_base_200","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.8","pv_replacement","0","300","","30","1"
"1280","0.05","2500","sumo_berlin_mean_s_0-3_base_200","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.85","pv_replacement","0","300","","30","1"
"1281","0.05","2500","sumo_berlin_mean_s_0-3_base_200","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.9","pv_replacement","0","300","","30","1"
"1282","0.05","2500","sumo_berlin_mean_s_0-3_base_200","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.95","pv_replacement","0","300","","30","1"
"1283","0.05","2500","sumo_berlin_mean_s_0-3_base_200","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.97","pv_replacement","0","300","","30","1"
"2000","0","0","sumo_berlin","FP_pooling_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","","","","0","","0","","0","","ignore","0","300","","30","0"
"2095","0.02","1000","sumo_berlin","FP_hailing_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.0",,"0","","0","","0","","ignore","","300","","30","0"
"2096","0.05","2500","sumo_berlin","FP_hailing_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.0",,"0","","0","","0","","ignore","","300","","30","0"
"2097","0.1","5000","sumo_berlin","FP_hailing_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.0",,"0","","0","","0","","ignore","","300","","30","0"
"2098","0.2","10000","sumo_berlin","FP_hailing_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.0",,"0","","0","","0","","ignore","","300","","30","0"
"2099","0.4","20000","sumo_berlin","FP_hailing_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.0",,"0","","0","","0","","ignore","","300","","30","0"
"2100","0.6","30000","sumo_berlin","FP_hailing_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.0",,"0","","0","","0","","ignore","","300","","30","0"
"2101","0.8","40000","sumo_berlin","FP_hailing_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.0",,"0","","0","","0","","ignore","","300","","30","0"
"2102","1","50000","sumo_berlin","FP_hailing_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.0",,"0","","0","","0","","ignore","","300","","30","0"
"2103","0.02","1000","sumo_berlin","FP_hailing_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_1.0",,"0","","0","","0","","ignore","","300","","30","0"
"2104","0.05","2500","sumo_berlin","FP_hailing_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_1.0",,"0","","0","","0","","ignore","","300","","30","0"
"2105","0.1","5000","sumo_berlin","FP_hailing_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_1.0",,"0","","0","","0","","ignore","","300","","30","0"
"2106","0.2","10000","sumo_berlin","FP_hailing_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_1.0",,"0","","0","","0","","ignore","","300","","30","0"
"2107","0.4","20000","sumo_berlin","FP_hailing_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_1.0",,"0","","0","","0","","ignore","","300","","30","0"
"2108","0.6","30000","sumo_berlin","FP_hailing_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_berlin","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_1.0",,"0","","0","","0","","ignore","","300","","30","0"
