,from_node,to_node,edge_tt
2741,14,15,5.524
2742,16,17,7.783
2743,98,99,7.237
2744,104,105,1.21
2745,106,107,0.609
2746,108,109,23.724
2747,160,161,7.55
2748,162,163,16.555
2749,164,165,5.398
2750,176,177,13.941
2751,196,197,1.595
2752,200,201,9.234
2753,206,207,69.007
2754,220,221,38.421
2755,332,333,12.983
2756,334,335,0.299
2757,336,337,0.163
2758,494,495,2.966
2759,496,497,2.678
2760,498,499,6.43
2761,500,501,0.983
2762,502,503,2.829
2763,504,505,25.145
2764,592,593,8.396
2765,628,629,8.664
2766,630,631,0.784
2767,632,633,0.257
2768,666,667,5.67
2769,712,713,0.03
2770,738,739,6.653
2771,740,741,1.429
2772,742,743,2.625
2773,748,749,12.542
2774,750,751,3.871
2775,868,869,0.82
2776,870,871,5.629
2777,872,873,1.913
2778,874,875,1.011
2779,876,877,6.036
2780,880,881,3.301
2781,1048,1049,1.068
2782,1050,1051,1.101
2783,1052,1053,2.241
2784,1054,1055,4.564
2785,1056,1057,2.834
2786,1216,1217,4.495
2787,1218,1219,3.243
2788,1220,1221,3.468
2789,1222,1223,5.05
2790,1224,1225,2.895
2791,1428,1429,15.414
2792,1430,1431,11.21
2793,1432,1433,5.867
2794,1434,1435,5.793
2795,1436,1437,4.205
2796,1438,1439,3.863
2797,1440,1441,3.471
2798,1444,1445,1.163
2799,1500,1501,10.337
2800,1502,1503,2.481
2801,1598,1599,0.271
2802,1600,1601,4.664
2803,1602,1603,8.392
2804,1604,1605,0.847
2805,1606,1607,10.637
2806,1608,1609,9.427
2807,1610,1611,6.361
2808,1616,1617,6.267
2809,1620,1621,2.111
2810,1690,1691,0.629
2811,1694,1695,2.951
2812,1938,1939,8.046
2813,1940,1941,12.043
2814,1942,1943,4.028
2815,1944,1945,2.188
2816,1946,1947,1.25
2817,2010,2011,8.564
2818,2012,2013,9.448
2819,2014,2015,0.442
2820,2016,2017,7.797
2821,2018,2019,3.565
2822,2020,2021,1.456
2823,2022,2023,5.58
2824,2024,2025,1.891
2825,2086,2087,3.644
2826,2088,2089,2.77
2827,2090,2091,3.678
2828,2092,2093,3.094
2829,2190,2191,3.49
2830,2192,2193,1.234
2831,2194,2195,0.785
2832,2196,2197,3.355
2833,2202,2203,2.965
2834,2324,2325,0.01
2835,2326,2327,4.701
2836,2392,2393,7.438
2837,2394,2395,2.345
2838,2396,2397,15.23
2839,2466,2467,14.28
2840,2468,2469,1.954
2841,2470,2471,20.06
2842,2472,2473,2.089
2843,2496,2497,9.732
2844,2498,2499,6.597
2845,2500,2501,4.217
2846,2556,2557,0.49
2847,2558,2559,2.768
2848,2560,2561,7.54
2849,2628,2629,12.673
2850,2664,2665,5.564
2851,2666,2667,13.035
2852,2668,2669,1.704
2853,2670,2671,1.112
2854,2828,2829,29.123
2855,2830,2831,5.657
2856,2846,2847,0.309
2857,2916,2917,1.072
2858,2918,2919,0.206
2859,2920,2921,3.411
2860,2922,2923,0.025
2861,2958,2959,7.699
2862,2960,2961,5.179
2863,2962,2963,1.356
2864,3354,3355,1.09
2865,3918,3919,5.894
2866,3920,3921,0.018
2867,3922,3923,0.016
2868,3924,3925,3.336
2869,4104,4105,3.88
2870,4128,4129,43.988
2871,4130,4131,1.963
2872,4132,4133,0.348
2873,4134,4135,0.638
2874,4136,4137,4.749
2875,4138,4139,1.771
2876,4140,4141,17.421
2877,4142,4143,2.181
2878,4144,4145,4.059
2879,4146,4147,2.371
2880,4148,4149,1.273
2881,4150,4151,0.889
2882,4152,4153,2.683
2883,4154,4155,1.691
2884,4156,4157,1.822
2885,4158,4159,9.235
2886,4160,4161,7.438
2887,4162,4163,2.021
2888,4164,4165,2.182
2889,4166,4167,1.727
2890,4168,4169,3.404
2891,4170,4171,8.752
2892,4172,4173,12.14
2893,4174,4175,11.252
2894,4218,4219,3.334
2895,4220,4221,1.732
2896,4248,4249,11.754
2897,4402,4403,18.429
2898,4490,4491,10.765
2899,4492,4493,3.354
2900,4884,4885,2.84
2901,4926,4927,3.835
2902,4928,4929,3.394
2903,4998,4999,48.113
