,from_node,to_node,edge_tt
36816,98,99,6.897
36817,104,105,1.175
36818,106,107,0.586
36819,220,221,32.137
36820,666,667,5.658
36821,738,739,5.691
36822,740,741,1.395
36823,742,743,2.327
36824,868,869,1.058
36825,870,871,8.254
36826,872,873,2.702
36827,874,875,1.255
36828,876,877,7.392
36829,1048,1049,1.148
36830,1050,1051,1.182
36831,1052,1053,2.409
36832,1054,1055,2.212
36833,1056,1057,1.679
36834,1500,1501,8.613
36835,1502,1503,1.969
36836,1604,1605,0.608
36837,1606,1607,7.601
36838,1608,1609,6.631
36839,1610,1611,5.473
36840,1616,1617,5.228
36841,2010,2011,6.534
36842,2012,2013,7.856
36843,2014,2015,0.388
36844,2016,2017,6.744
36845,2018,2019,3.128
36846,2020,2021,1.309
36847,2022,2023,5.118
36848,2024,2025,1.724
36849,2466,2467,12.133
36850,2468,2469,1.686
36851,2470,2471,16.974
36852,2472,2473,1.76
36853,2556,2557,0.488
36854,2558,2559,2.808
36855,2560,2561,6.678
36856,2916,2917,0.993
36857,2958,2959,9.213
36858,2960,2961,5.018
36859,2962,2963,1.524
36860,4158,4159,4.177
36861,4160,4161,6.181
36862,4162,4163,1.912
36863,4164,4165,2.14
36864,4166,4167,1.726
36865,4168,4169,3.442
36866,4170,4171,9.111
36867,4172,4173,12.306
36868,4174,4175,9.544
36869,4248,4249,10.19
36870,4490,4491,8.734
36871,4492,4493,3.028
36872,4884,4885,3.851
36873,5054,5055,2.525
36874,5102,5103,1.854
36875,5104,5105,3.199
36876,5106,5107,4.386
36877,5158,5159,0.503
36878,5160,5161,0.257
36879,5162,5163,3.615
36880,5164,5165,5.88
36881,5166,5167,4.196
36882,5218,5219,4.022
36883,5424,5425,0.894
36884,5426,5427,4.101
36885,5436,5437,0.996
36886,5438,5439,2.216
36887,5440,5441,4.979
36888,5442,5443,3.612
36889,5472,5473,1.452
36890,5480,5481,0.868
36891,5610,5611,12.426
36892,7264,7265,6.352
36893,8058,8059,37.327
36894,9944,9945,1.898
36895,9946,9947,1.039
36896,9948,9949,0.101
36897,9950,9951,4.03
36898,9952,9953,4.063
36899,9954,9955,5.288
36900,9956,9957,3.313
36901,9990,9991,4.364
36902,9992,9993,0.602
36903,9994,9995,0.243
36904,9996,9997,4.778
36905,10080,10081,3.982
36906,10084,10085,8.676
36907,10086,10087,3.241
36908,10088,10089,4.795
36909,10090,10091,2.979
36910,10092,10093,3.543
36911,10094,10095,1.479
36912,10096,10097,0.451
36913,10098,10099,12.31
36914,10100,10101,1.953
36915,10212,10213,2.023
36916,10214,10215,3.79
36917,10330,10331,4.834
36918,10360,10361,7.346
36919,10362,10363,2.686
36920,10364,10365,6.201
36921,10366,10367,4.549
36922,11140,11141,1.634
36923,11142,11143,0.54
36924,11144,11145,1.547
36925,11146,11147,6.052
36926,11148,11149,2.82
36927,11266,11267,6.047
36928,11408,11409,4.916
36929,11410,11411,0.855
36930,11412,11413,12.159
36931,11414,11415,4.312
36932,11490,11491,0.706
36933,11492,11493,0.945
36934,11494,11495,1.653
36935,11496,11497,9.581
